Tract Code,Total Housing Units,1-4 Family Units,Median House Age,Inside City?,Owner Occupied Units,Vacant Units,Owner Occupied 1-4 Fam Units,Renter Occupied,state,county
6097.00,1633,1633,42,Yes,1489,15,1489,129,06,081
6098.00,1745,1702,60,Yes,1357,36,1357,352,06,081
6099.00,1122,1122,71,Yes,963,49,963,110,06,081
6100.00,2121,1208,63,Yes,909,94,868,1118,06,081
6101.00,950,727,64,Yes,458,34,444,458,06,081
6102.01,1878,859,55,Yes,444,109,434,1325,06,081
6102.02,831,91,32,Yes,42,123,7,666,06,081
6102.03,1112,397,49,Yes,95,40,95,977,06,081
6103.02,975,748,23,Yes,467,79,442,429,06,081
6103.03,3345,2224,22,Yes,2021,185,1692,1139,06,081
6103.04,1841,1318,35,Yes,1423,26,1145,392,06,081
6104.00,1800,1340,58,Yes,643,62,643,1095,06,081
6105.00,1389,1273,55,Yes,771,34,771,584,06,081
6106.01,1672,1204,53,No,393,32,328,1247,06,081
6106.02,1230,1197,62,No,894,44,894,292,06,081
6107.00,2240,1434,48,Yes,898,103,870,1239,06,081
6108.00,1733,651,49,Yes,203,30,145,1500,06,081
6109.00,2531,1660,58,Yes,731,19,712,1781,06,081
6110.00,2346,1998,57,Yes,1189,93,1121,1064,06,081
6111.00,2391,2176,57,Yes,2091,66,1957,234,06,081
6112.00,1122,1115,0,Yes,934,58,934,130,06,081
6113.00,2034,1867,56,Yes,1334,69,1334,631,06,081
6114.00,1462,1462,57,No,1302,12,1302,148,06,081
6115.00,1036,1036,60,No,910,101,910,25,06,081
6116.00,775,770,66,No,655,0,650,120,06,081
6117.00,1440,1286,57,No,601,39,601,800,06,081
6118.00,871,828,58,No,522,28,517,321,06,081
6119.00,2578,2168,46,No,1188,92,1188,1298,06,081
6120.00,1569,1383,62,No,616,72,616,881,06,081
6121.00,2818,628,42,No,413,198,326,2207,06,081
6125.00,2026,1423,56,No,849,108,763,1069,06,081
6126.00,2195,1322,54,No,559,161,487,1475,06,081
6127.00,784,784,60,No,672,48,672,64,06,081
6128.00,1118,1109,60,No,926,93,926,99,06,081
6129.00,1827,1454,52,No,1293,134,1167,400,06,081
6130.00,1536,844,46,No,933,96,674,507,06,081
6132.00,2857,2621,53,No,2336,170,2289,351,06,081
6133.00,1172,1172,55,No,916,189,916,67,06,081
6134.00,1314,1314,52,No,985,126,985,203,06,081
6135.01,1590,1456,39,No,1008,35,981,547,06,081
6135.02,2395,2320,37,No,1672,207,1672,516,06,081
6136.00,2357,2200,41,No,1720,144,1720,493,06,081
6137.00,3927,3688,38,No,2416,461,2404,1050,06,081
6138.00,1845,1786,46,No,985,416,972,444,06,081
6139.00,2207,1694,59,No,1304,91,1261,812,06,081
6140.00,1709,1391,49,No,1094,81,1094,534,06,081
9843.00,0,0,0,No,0,0,0,0,06,081
9901.00,0,0,0,Yes,0,0,0,0,06,081
4222.00,3197,1843,51,No,1903,78,1596,1216,25,021
4223.01,1102,1091,60,No,977,57,966,68,25,021
4223.02,3108,1310,41,No,1587,166,1133,1355,25,021
4224.00,3511,2478,58,No,1767,194,1767,1550,25,021
4225.01,2176,1340,47,No,1337,0,1188,839,25,021
4225.02,2389,1532,63,No,1082,64,956,1243,25,021
4226.00,2587,2456,62,No,2133,113,2086,341,25,021
4227.00,1596,1467,68,No,1260,95,1202,241,25,021
4228.00,1846,1298,58,No,1283,117,1012,446,25,021
4231.00,3332,3125,58,No,2293,365,2277,674,25,021
4401.00,3766,3249,40,No,2587,408,2529,771,25,021
4412.02,950,941,29,No,860,31,860,59,25,021
4412.03,1473,1428,35,No,1204,39,1204,230,25,021
4412.04,1660,1535,39,No,1238,120,1229,302,25,021
4421.01,1823,1714,50,No,1422,71,1422,330,25,021
4421.02,2614,2067,32,No,2344,43,2012,227,25,021
4421.03,2191,2126,25,No,2127,28,2090,36,25,021
4422.01,1469,1157,23,No,1071,70,1071,328,25,021
4422.02,3332,2560,33,No,1928,102,1806,1302,25,021
4431.01,3038,2515,47,No,2303,30,2259,705,25,021
4431.02,3429,3389,44,No,2626,241,2626,562,25,021
4561.01,1277,1154,47,No,1117,49,1117,111,25,021
4561.02,2109,1608,53,No,1113,211,1057,785,25,021
4562.00,1341,1096,45,No,1027,58,1007,256,25,021
4563.01,830,460,49,No,317,93,207,420,25,021
4563.02,2689,1959,40,No,1619,167,1422,903,25,021
4564.01,1131,1095,57,No,814,113,806,204,25,021
4564.02,1924,1914,46,No,1763,55,1763,106,25,021
4571.00,1751,1692,60,No,1363,92,1363,296,25,021
4572.00,2190,1908,64,No,1747,111,1724,332,25,021
0407.02,2747,337,76,Yes,39,135,39,2573,36,005
0408.00,1617,422,76,Yes,171,111,171,1335,36,005
0409.00,1384,65,44,Yes,241,64,0,1079,36,005
0411.00,1215,161,64,Yes,159,78,13,978,36,005
0413.00,2956,387,76,Yes,170,154,119,2632,36,005
0414.00,1783,1320,69,Yes,736,212,736,835,36,005
0415.00,2337,291,76,Yes,140,92,48,2105,36,005
0418.00,1318,711,76,Yes,270,38,255,1010,36,005
0419.00,2566,251,76,Yes,100,42,82,2424,36,005
0420.00,1471,379,76,Yes,185,74,185,1212,36,005
0421.00,2382,81,72,Yes,56,283,21,2043,36,005
0422.00,1184,755,63,Yes,533,96,431,555,36,005
0423.00,1476,123,74,Yes,45,22,45,1409,36,005
0424.00,860,819,66,Yes,423,63,423,374,36,005
0425.00,2289,523,76,Yes,112,103,96,2074,36,005
0426.00,2170,2155,56,Yes,1249,168,1234,753,36,005
0428.00,729,672,64,Yes,445,55,440,229,36,005
0429.01,1271,168,76,Yes,111,73,96,1087,36,005
0429.02,1609,164,76,Yes,92,17,41,1500,36,005
0430.00,1079,896,67,Yes,572,38,568,469,36,005
0431.00,3625,161,71,Yes,82,229,36,3314,36,005
0434.00,1340,805,76,Yes,342,77,342,921,36,005
0435.00,22,14,62,Yes,0,5,0,17,36,005
0436.00,724,621,76,Yes,421,27,421,276,36,005
0442.00,1270,917,76,Yes,455,73,429,742,36,005
0444.00,1343,1252,68,Yes,689,151,689,503,36,005
0448.00,697,685,59,Yes,503,30,495,164,36,005
0449.01,809,418,72,Yes,298,92,204,419,36,005
0449.02,905,518,70,Yes,280,79,204,546,36,005
0451.01,843,312,73,Yes,237,81,171,525,36,005
0451.02,938,505,64,Yes,365,79,221,494,36,005
0456.00,1111,1097,62,Yes,649,137,649,325,36,005
0458.00,2056,44,60,Yes,0,126,0,1930,36,005
0460.00,1024,551,56,Yes,210,82,210,732,36,005
0462.01,12840,758,47,Yes,4682,524,242,7634,36,005
0462.02,2674,1750,46,Yes,888,100,685,1686,36,005
0484.00,1296,1233,42,Yes,747,72,747,477,36,005
0504.00,29,10,76,Yes,4,11,0,14,36,005
0516.00,2136,1864,76,Yes,1218,223,1115,695,36,005
0058.01,1722,1722,24,Yes,1390,86,1390,246,06,111
0058.02,3104,3050,15,Yes,2903,79,2887,122,06,111
0059.01,2290,2290,42,Yes,2022,10,2022,258,06,111
0059.06,2596,2021,41,Yes,1661,136,1661,799,06,111
0059.07,1844,1721,40,Yes,1315,67,1307,462,06,111
0059.08,927,881,41,Yes,620,38,615,269,06,111
0059.09,1487,1405,38,Yes,1259,12,1214,216,06,111
0059.10,631,631,30,Yes,547,7,547,77,06,111
0059.11,1575,1217,38,Yes,984,56,914,535,06,111
0060.00,1556,1517,47,Yes,1322,17,1322,217,06,111
0061.00,2861,1915,26,Yes,1146,34,1119,1681,06,111
0062.00,1105,1105,42,Yes,992,57,992,56,06,111
0063.01,2690,2092,38,Yes,1779,110,1747,801,06,111
0063.02,827,673,39,Yes,560,0,560,267,06,111
0064.00,2527,2527,43,Yes,2048,9,2048,470,06,111
0065.00,1072,1003,51,Yes,756,45,756,271,06,111
0066.00,1358,1358,48,Yes,1123,32,1123,203,06,111
0067.00,1145,984,46,Yes,838,22,838,285,06,111
0068.00,1279,1203,51,Yes,878,87,878,314,06,111
0069.00,1778,866,41,Yes,640,58,478,1080,06,111
0070.00,1685,762,37,Yes,371,32,371,1282,06,111
0071.00,2922,1424,33,Yes,918,216,553,1788,06,111
0072.01,1174,1174,50,Yes,1112,0,1112,62,06,111
0072.02,1676,1668,40,Yes,1326,90,1326,260,06,111
0073.00,938,817,31,Yes,628,187,618,123,06,111
0074.02,2681,2295,29,Yes,2212,40,2067,429,06,111
0074.03,2243,1981,30,No,1648,44,1648,551,06,111
0074.05,2487,1975,30,No,1667,31,1475,789,06,111
0074.06,872,784,28,No,642,47,642,183,06,111
0075.05,1131,1073,45,No,896,14,852,221,06,111
0075.06,2497,2486,34,No,2142,44,2142,311,06,111
0075.07,2394,2380,22,Yes,2296,12,2296,86,06,111
0075.08,1482,1391,38,Yes,1113,58,1048,311,06,111
0075.09,1572,1130,25,Yes,843,0,843,729,06,111
0075.10,2129,2121,22,Yes,1896,107,1896,126,06,111
0075.11,859,856,32,No,731,58,728,70,06,111
0075.12,1862,1576,23,No,1359,33,1359,470,06,111
0075.13,552,552,39,No,493,34,493,25,06,111
0075.14,3077,1981,25,Yes,1507,87,1431,1483,06,111
0076.06,437,437,14,No,363,0,363,74,06,111
0076.07,2089,2089,28,No,1889,48,1889,152,06,111
0076.09,796,796,0,No,705,0,705,91,06,111
0076.10,1731,1690,31,No,1464,13,1464,254,06,111
0076.11,913,749,55,No,344,0,330,569,06,111
0076.12,1743,878,26,No,601,104,592,1038,06,111
0076.13,1328,1295,12,No,965,146,965,217,06,111
0076.14,2457,2415,31,No,1859,106,1828,492,06,111
0077.00,2086,1848,35,No,1355,43,1309,688,06,111
0078.00,1517,687,33,No,525,109,506,883,06,111
0079.01,1734,1418,40,No,964,20,935,750,06,111
0079.03,1559,1559,28,No,1368,47,1368,144,06,111
0079.04,1749,1734,48,No,1477,9,1477,263,06,111
0080.01,982,934,48,No,724,23,695,235,06,111
0080.02,1563,1515,48,No,1031,28,1021,504,06,111
0080.04,1511,1511,50,No,1136,113,1136,262,06,111
0080.05,794,794,0,No,589,56,589,149,06,111
0081.01,1130,1066,47,No,872,64,845,194,06,111
0082.01,1462,1305,47,No,1076,36,1076,350,06,111
0082.02,1462,1444,42,No,1147,0,1140,315,06,111
0083.02,1996,1908,40,No,1397,19,1388,580,06,111
0083.03,1437,984,38,No,668,76,668,693,06,111
0083.04,2135,1908,32,No,1681,23,1603,431,06,111
0083.05,1244,1244,20,No,1174,0,1174,70,06,111
0083.06,1565,1040,31,No,834,19,787,712,06,111
0084.01,1910,1663,43,No,1261,59,1210,590,06,111
0084.02,1676,1676,47,No,1454,28,1454,194,06,111
0085.00,3082,2626,32,No,2230,81,2184,771,06,111
0086.00,2298,1533,44,Yes,554,80,501,1664,06,111
0087.00,1956,1284,60,Yes,620,82,620,1254,06,111
0088.00,1415,1394,46,Yes,1076,65,1076,274,06,111
0089.00,750,736,55,Yes,539,34,539,177,06,111
0091.00,1191,934,53,Yes,428,65,425,698,06,111
9800.00,0,0,0,No,0,0,0,0,06,111
9901.00,0,0,0,Yes,0,0,0,0,06,111
0279.00,661,643,35,Yes,499,49,499,113,36,085
0291.02,1046,1046,29,Yes,787,66,787,193,36,085
0291.03,2778,2700,42,Yes,2014,182,2006,582,36,085
0291.04,2427,2391,37,Yes,1946,94,1910,387,36,085
0303.01,1884,1636,36,Yes,1166,58,1141,660,36,085
0303.02,2038,1973,33,Yes,1369,99,1332,570,36,085
0319.01,1201,440,59,Yes,183,184,183,834,36,085
0319.02,1896,1290,45,Yes,657,237,657,1002,36,085
0323.00,518,472,26,Yes,335,23,289,160,36,085
9901.00,0,0,0,Yes,0,0,0,0,36,085
0146.06,2180,2116,40,No,1895,169,1865,116,36,119
0146.07,1505,1505,44,No,1358,107,1358,40,36,119
0147.01,1828,1589,52,No,1442,146,1425,240,36,119
0147.03,2150,2098,56,No,1834,34,1782,282,36,119
0147.04,952,947,57,No,567,98,567,287,36,119
0148.04,3074,2662,51,No,2312,185,2189,577,36,119
0148.05,1524,1488,46,No,1270,85,1243,169,36,119
0148.06,2341,2080,51,No,1933,54,1928,354,36,119
0148.08,1226,1100,45,No,1026,35,1026,165,36,119
0148.09,2346,2009,45,No,1814,70,1757,462,36,119
0148.10,1312,912,40,No,995,170,710,147,36,119
0148.11,1886,1886,48,No,1792,57,1792,37,36,119
0149.01,2055,2046,47,No,1869,54,1869,132,36,119
0149.03,2278,2236,28,No,1936,69,1923,273,36,119
0149.07,1441,1354,61,No,1162,122,1153,157,36,119
0149.08,964,959,42,No,879,27,874,58,36,119
0149.09,1351,1351,38,No,991,195,991,165,36,119
0150.00,2253,2253,54,No,1557,373,1557,323,36,119
9810.00,290,58,42,No,4,13,4,273,36,119
9820.00,0,0,0,No,0,0,0,0,36,119
9830.00,0,0,0,No,0,0,0,0,36,119
9840.00,95,12,12,No,4,20,4,71,36,119
9850.00,0,0,0,No,0,0,0,0,36,119
8067.11,2126,798,43,No,768,177,540,1181,24,033
8067.12,1397,235,38,No,705,48,159,644,24,033
8067.13,1368,116,45,No,7,186,7,1175,24,033
8067.14,1326,58,46,No,0,173,0,1153,24,033
8068.00,1350,1350,57,No,986,140,986,224,24,033
8069.00,1440,1403,60,No,1114,114,1091,212,24,033
8070.00,2703,1426,42,No,820,217,778,1666,24,033
8071.02,933,826,73,No,578,97,578,258,24,033
8072.00,983,450,49,No,165,172,165,646,24,033
8073.01,1437,559,45,No,456,107,449,874,24,033
8073.04,629,629,57,No,539,26,539,64,24,033
8073.05,1106,744,49,No,655,36,655,415,24,033
8074.04,1746,1401,43,No,1107,76,1107,563,24,033
8074.05,2278,1579,47,No,1335,221,1254,722,24,033
8074.07,2207,1502,41,No,1237,90,1237,880,24,033
8074.08,2394,2168,49,No,1974,55,1924,365,24,033
8074.09,1258,508,47,No,436,61,436,761,24,033
8074.10,1581,300,43,No,677,111,276,793,24,033
0101.00,2346,2224,42,No,1116,643,1116,587,53,025
0102.00,1174,1174,35,No,860,180,860,134,53,025
0103.00,2127,1992,39,No,1243,295,1243,589,53,025
0104.00,3136,2810,56,No,1750,185,1750,1201,53,025
0105.00,1812,1670,28,No,633,825,625,354,53,025
0106.00,2104,1956,38,No,1173,66,1173,865,53,025
0107.00,1492,1444,30,No,688,545,688,259,53,025
0108.00,1493,1265,55,No,383,66,383,1044,53,025
0109.01,498,485,18,No,341,45,341,112,53,025
0109.02,4154,3504,37,No,2280,352,2280,1522,53,025
0110.00,4353,3985,28,No,2773,304,2773,1276,53,025
0111.00,3143,2707,42,No,1221,395,1221,1527,53,025
0112.00,2023,1975,24,No,1564,137,1538,322,53,025
0113.00,1313,1214,37,No,804,137,804,372,53,025
0114.01,761,761,30,No,397,139,397,225,53,025
0114.02,3462,3295,22,No,1143,719,1143,1600,53,025
0993.10,2176,1535,39,No,779,245,759,1152,06,059
0993.11,2132,1195,43,No,650,424,465,1058,06,059
0994.02,2104,1763,47,No,380,51,363,1673,06,059
0994.04,1773,1629,47,No,1107,149,1107,517,06,059
0994.05,1689,1224,47,No,914,89,914,686,06,059
0994.06,1717,1114,47,No,919,41,899,757,06,059
0994.07,972,772,0,No,617,25,617,330,06,059
0994.08,1683,1538,41,No,1128,60,1128,495,06,059
0994.10,1689,1020,46,No,463,28,458,1198,06,059
0994.11,2069,1303,42,No,428,132,400,1509,06,059
0994.12,1887,1213,43,No,1032,46,940,809,06,059
0994.13,3487,2111,31,No,1699,59,1555,1729,06,059
0994.15,1950,1900,42,No,1673,10,1673,267,06,059
0994.16,2255,1317,40,No,551,139,315,1565,06,059
0994.17,2030,1464,39,No,978,114,776,938,06,059
0995.02,183,167,35,No,0,0,0,183,06,059
0995.04,1005,996,57,No,949,19,949,37,06,059
0995.06,723,702,55,No,263,233,263,227,06,059
0995.08,2061,1449,44,No,921,129,895,1011,06,059
0995.09,2867,926,50,No,2281,495,627,91,06,059
0995.10,3545,1243,50,No,2980,337,1082,228,06,059
0995.11,1851,1307,50,No,540,203,509,1108,06,059
0995.12,1676,871,46,No,462,258,454,956,06,059
0995.13,1301,961,40,No,846,153,694,302,06,059
0995.14,2387,2216,41,No,1919,127,1797,341,06,059
0996.01,2026,1712,47,No,779,33,768,1214,06,059
0996.02,1077,902,50,No,660,27,660,390,06,059
0996.03,2359,2238,46,No,1757,101,1757,501,06,059
0996.04,1207,1207,50,No,909,24,909,274,06,059
0996.05,1306,1219,47,No,1036,8,1026,262,06,059
0997.01,1782,1741,54,No,753,20,753,1009,06,059
0997.02,2512,1794,46,No,1376,55,1376,1081,06,059
0997.03,1824,1475,44,No,1216,58,1216,550,06,059
0998.01,1639,1393,49,No,810,81,810,748,06,059
0998.02,1884,1152,35,No,393,113,393,1378,06,059
0998.03,1831,1196,40,No,580,85,580,1166,06,059
0999.02,1353,1224,55,No,826,102,826,425,06,059
0999.03,1573,1091,53,No,769,0,769,804,06,059
0999.04,1979,1411,51,No,567,15,548,1397,06,059
0999.05,1411,1222,39,No,452,129,443,830,06,059
0999.06,1729,1729,49,No,1409,114,1409,206,06,059
1100.01,1548,1539,50,No,1022,46,1022,480,06,059
1100.03,1154,928,52,No,815,18,815,321,06,059
1100.04,1702,1658,49,No,1567,32,1542,103,06,059
1100.05,1149,1149,49,No,981,45,981,123,06,059
1100.06,1115,1001,54,No,906,0,906,209,06,059
1100.07,1713,1713,56,No,1526,81,1526,106,06,059
1100.08,1749,1373,52,No,1382,108,1159,259,06,059
1100.10,1435,1435,47,No,1241,0,1241,194,06,059
1100.11,1113,1069,40,No,879,24,871,210,06,059
1100.12,1895,1751,47,No,1541,15,1541,339,06,059
1100.14,1886,1091,43,No,201,109,173,1576,06,059
1100.15,1214,1205,52,No,1013,47,1013,154,06,059
1101.02,1841,1742,45,No,1368,25,1362,448,06,059
1101.04,1866,1284,42,No,982,41,975,843,06,059
1101.06,1239,1211,48,No,942,15,935,282,06,059
1101.08,1039,934,45,No,637,0,608,402,06,059
1101.09,1828,1201,43,No,957,68,919,803,06,059
1101.10,1810,1469,50,No,920,31,904,859,06,059
1101.11,1951,1845,47,No,1395,18,1327,538,06,059
1101.13,730,682,45,No,587,22,587,121,06,059
1101.14,1531,1522,50,No,1240,37,1231,254,06,059
1101.15,1209,1035,46,No,884,12,884,313,06,059
1101.16,1468,1056,41,No,941,21,941,506,06,059
1101.17,2120,1461,43,No,1111,0,1095,1009,06,059
1101.18,764,758,0,No,734,3,734,27,06,059
1102.01,2659,1696,48,Yes,1256,126,1229,1277,06,059
1102.02,2346,1169,41,Yes,846,78,818,1422,06,059
1102.03,1722,1454,54,Yes,1055,103,1007,564,06,059
1103.01,2161,1664,55,No,1272,0,1272,889,06,059
1103.02,1631,1557,58,No,1142,68,1142,421,06,059
1103.03,1509,1361,58,No,1055,32,1055,422,06,059
1103.04,1349,1312,58,No,1036,16,1036,297,06,059
1104.01,1376,1237,59,Yes,1061,35,1061,280,06,059
1104.02,1384,1156,45,Yes,723,52,723,609,06,059
1105.00,2525,1154,48,No,715,123,715,1687,06,059
1106.03,2552,946,44,No,433,94,400,2025,06,059
1106.04,2597,2351,42,No,2002,96,1939,499,06,059
1106.05,2223,1982,38,No,1276,146,1225,801,06,059
1106.06,1263,643,46,No,235,102,222,926,06,059
1106.07,1392,926,39,No,652,58,652,682,06,059
9800.00,0,0,0,Yes,0,0,0,0,06,059
9901.00,0,0,0,Yes,0,0,0,0,06,059
0141.01,2035,173,48,No,883,202,80,950,34,017
0141.02,2390,1003,59,No,1077,193,540,1120,34,017
0142.00,2159,1436,74,No,773,97,642,1289,34,017
0143.00,2012,1802,66,No,943,73,890,996,34,017
0144.00,2594,2367,57,No,1367,205,1294,1022,34,017
0145.01,2157,1714,44,No,840,77,729,1240,34,017
0145.02,1739,369,43,No,121,0,70,1618,34,017
0146.00,1290,1237,47,No,419,253,419,618,34,017
0147.00,1718,1331,49,No,788,87,649,843,34,017
0148.00,2329,1181,56,No,663,225,504,1441,34,017
0149.00,993,827,68,No,454,58,406,481,34,017
0150.01,1303,257,40,No,760,210,97,333,34,017
0150.02,2353,1303,48,No,327,139,296,1887,34,017
0151.00,1145,798,41,No,285,66,249,794,34,017
0152.01,1597,266,45,No,885,124,206,588,34,017
0152.02,2569,1130,63,No,588,230,311,1751,34,017
0153.00,1803,641,69,No,230,194,188,1379,34,017
0155.00,1823,1219,54,No,267,124,221,1432,34,017
0156.00,1538,380,64,No,128,97,128,1313,34,017
0157.00,1270,663,76,No,225,96,187,949,34,017
0158.01,1660,80,11,No,236,113,15,1311,34,017
0158.02,2677,782,48,No,372,69,372,2236,34,017
0159.00,1946,591,66,No,175,146,146,1625,34,017
0160.00,1231,531,68,No,224,51,148,956,34,017
0161.00,1297,551,63,No,187,210,177,900,34,017
0162.00,1696,1003,69,No,228,194,219,1274,34,017
0163.00,1789,818,47,No,309,116,161,1364,34,017
0164.00,1438,786,61,No,190,115,169,1133,34,017
0165.00,1760,660,48,No,314,185,100,1261,34,017
0166.00,1458,740,62,No,184,62,97,1212,34,017
0167.00,622,329,64,No,173,68,148,381,34,017
0168.00,1197,506,61,No,77,102,77,1018,34,017
0169.00,1367,888,60,No,140,177,140,1050,34,017
0170.00,1822,759,55,No,143,139,83,1540,34,017
0171.00,1948,1292,65,No,437,154,401,1357,34,017
0172.00,1199,667,76,No,208,166,164,825,34,017
0173.00,1157,495,58,No,371,123,90,663,34,017
0174.00,1017,495,54,No,182,81,182,754,34,017
0175.00,1488,705,59,No,204,210,175,1074,34,017
0176.00,1083,655,71,No,123,86,114,874,34,017
0177.00,895,298,53,No,145,151,80,599,34,017
0178.00,2580,1046,49,No,619,445,425,1516,34,017
0179.00,1031,365,17,No,374,96,200,561,34,017
0180.00,1935,847,76,No,526,188,299,1221,34,017
0181.00,1306,778,76,No,327,95,292,884,34,017
0182.00,2159,1318,74,No,608,334,408,1217,34,017
0183.01,1278,27,11,No,427,205,10,646,34,017
0183.02,2010,19,14,No,659,204,0,1147,34,017
0184.00,2436,576,50,No,963,100,420,1373,34,017
0185.00,3067,623,27,No,819,214,187,2034,34,017
0186.00,1204,717,76,No,366,73,265,765,34,017
0187.01,793,504,76,No,224,81,144,488,34,017
0187.02,2230,742,76,No,634,75,307,1521,34,017
0188.00,1856,1165,76,No,623,158,377,1075,34,017
0189.00,1874,394,52,No,638,117,182,1119,34,017
0190.00,2328,248,59,No,439,256,136,1633,34,017
0191.00,2014,425,48,No,407,132,187,1475,34,017
0192.00,2070,324,14,No,988,121,91,961,34,017
0193.00,1667,442,62,No,387,47,174,1233,34,017
0194.00,1637,362,53,No,141,102,67,1394,34,017
0198.00,2410,1933,44,No,1653,165,1425,592,34,017
0199.00,2352,1544,37,No,1387,208,1002,757,34,017
0200.00,1883,1802,54,No,957,171,947,755,34,017
0201.00,714,80,10,No,0,64,0,650,34,017
0324.00,2498,1463,53,No,408,207,375,1883,34,017
9801.00,0,0,0,Yes,0,0,0,0,34,017
3836.00,2518,1738,56,Yes,1242,120,1229,1156,25,017
3837.00,2081,1934,56,Yes,1626,18,1617,437,25,017
3838.00,2186,1986,56,Yes,1914,18,1831,254,25,017
3839.01,3182,2771,51,Yes,2725,76,2632,381,25,017
3839.02,1928,1891,48,Yes,1767,48,1767,113,25,017
3840.01,583,420,49,Yes,482,23,361,78,25,017
3840.02,2959,816,41,Yes,987,12,734,1960,25,017
3851.00,2557,2323,35,No,1898,132,1898,527,25,017
3852.01,1063,806,52,No,681,16,681,366,25,017
3852.02,3124,3005,31,No,2683,0,2658,441,25,017
3861.00,1554,1488,45,No,1343,93,1314,118,25,017
3871.00,1533,1410,47,No,1303,0,1303,230,25,017
3872.01,2162,1816,53,No,1655,38,1622,469,25,017
3872.02,1389,1313,43,No,1283,9,1207,97,25,017
3881.00,2126,1310,37,No,1585,25,1211,516,25,017
3882.00,2462,2261,35,No,1597,131,1546,734,25,017
3883.00,1978,421,63,No,170,110,73,1698,25,017
9800.00,0,0,0,No,0,0,0,0,25,017
0100.12,1564,1564,31,No,948,203,948,413,06,071
0100.13,2502,2484,32,No,1538,190,1538,774,06,071
0100.14,1440,1248,40,No,504,115,504,821,06,071
0100.15,1728,1520,29,No,1122,51,1122,555,06,071
0100.16,1687,1444,32,No,758,136,758,793,06,071
0100.17,4540,4540,13,No,3093,475,3093,972,06,071
0100.18,2201,2192,26,No,1357,179,1357,665,06,071
0100.19,1616,1558,36,No,820,164,820,632,06,071
0100.20,2910,2015,29,No,790,380,790,1740,06,071
0100.21,2202,2110,31,No,1628,183,1628,391,06,071
0100.22,1462,1462,30,No,992,55,992,415,06,071
0100.23,1894,1894,24,No,1293,156,1293,445,06,071
0100.24,1751,1751,29,No,1409,45,1409,297,06,071
0100.25,2563,2126,29,Yes,995,380,995,1188,06,071
0100.26,3576,2809,19,Yes,1460,229,1444,1887,06,071
0103.00,1988,1941,32,No,767,820,767,401,06,071
0104.02,1904,1691,19,No,18,201,18,1685,06,071
0104.09,2460,2460,56,No,685,1198,685,577,06,071
0104.10,1645,1645,38,No,908,396,908,341,06,071
0104.11,3493,3227,38,No,1459,712,1442,1322,06,071
0104.12,3357,3304,30,No,1951,350,1951,1056,06,071
0104.13,3004,2910,41,No,1569,397,1569,1038,06,071
0104.15,2510,2467,39,No,907,402,907,1201,06,071
0104.16,2519,2512,51,No,1004,966,1004,549,06,071
0104.17,1842,1823,41,No,1009,417,1009,416,06,071
0104.19,2563,2498,37,No,942,738,942,883,06,071
0104.20,2220,2011,39,No,874,512,874,834,06,071
0104.21,3035,2464,39,No,473,518,431,2044,06,071
0104.22,770,765,39,No,287,219,287,264,06,071
0104.23,2844,2844,50,No,1233,1346,1233,265,06,071
0104.24,1812,1812,43,No,617,1034,617,161,06,071
0107.00,2081,1844,45,No,835,391,835,855,06,071
0108.02,3082,3050,58,Yes,1234,1127,1234,721,06,071
0108.03,2576,2559,48,No,902,1471,902,203,06,071
0108.04,1975,1896,50,No,770,834,770,371,06,071
0109.01,4562,4401,37,No,1536,2683,1536,343,06,071
0109.02,3979,3931,42,No,998,2760,998,221,06,071
0110.01,2564,2539,53,No,456,1787,449,321,06,071
0110.02,1239,1239,43,Yes,413,723,413,103,06,071
0111.01,2695,2626,42,Yes,965,1310,934,420,06,071
0111.02,2554,2520,48,No,639,1646,639,269,06,071
0112.03,2354,2198,33,No,358,1799,358,197,06,071
0112.04,3067,3047,38,No,442,2440,442,185,06,071
0112.05,1556,1388,44,No,221,913,221,422,06,071
0112.06,2716,2558,43,No,234,2245,225,237,06,071
0113.00,2267,2267,44,No,507,1645,507,115,06,071
0114.01,4659,4638,41,No,845,2781,845,1033,06,071
0114.03,4320,4312,39,No,904,2842,904,574,06,071
0114.04,2612,2578,33,No,1218,987,1210,407,06,071
0115.00,1640,1635,54,No,471,922,471,247,06,071
0116.00,3581,3496,26,No,1908,854,1908,819,06,071
0117.00,708,697,33,Yes,317,242,317,149,06,071
0118.00,2760,2632,47,No,1242,546,1242,972,06,071
0119.00,1400,1384,47,No,757,255,757,388,06,071
0120.01,2144,1938,37,No,1140,257,1140,747,06,071
0120.02,2178,1916,43,No,1074,294,1074,810,06,071
0121.01,2187,1939,28,Yes,1288,228,1288,671,06,071
0121.03,1923,1923,47,No,1084,509,1084,330,06,071
0121.04,2243,2243,33,No,1291,608,1291,344,06,071
0122.00,722,722,7,Yes,476,32,476,214,06,071
0123.00,0,0,0,Yes,0,0,0,0,06,071
0124.00,933,905,56,Yes,503,44,503,386,06,071
0125.00,1328,1313,62,No,498,81,498,749,06,071
0127.00,1437,1287,0,Yes,1026,88,971,323,06,071
0250.00,2718,2625,14,No,33,381,33,2304,06,071
0251.00,2179,2131,31,No,356,1546,356,277,06,071
9401.00,1634,1634,35,No,605,937,605,92,06,071
9801.00,0,0,0,Yes,0,0,0,0,06,071
9802.00,0,0,0,Yes,0,0,0,0,06,071
