Tract Code,Tract Income Level,Distressed (Y/N),Tract Median Fam Income,MSA Median Fam Income,2017 Median Fam Income,2015 Median Fam Income,Tract Population,Tract Minority %,Minority Pop,Owner Occupied Units,1-4 Fam Units,state,county
5177.01,Upper,No,223.90,"$110,800","$248,081","$242,250",7853,27.85,2187,2288,2629,36,059
5177.05,Upper,No,218.93,"$110,800","$242,574","$236,875",2710,20.96,568,787,915,36,059
5178.01,Upper,No,158.05,"$110,800","$175,119","$171,000",3349,13.23,443,991,1430,36,059
5178.02,Middle,No,108.39,"$110,800","$120,096","$117,273",3270,18.44,603,826,1289,36,059
5179.01,Upper,No,121.94,"$110,800","$135,110","$131,932",4917,10.03,493,1436,1669,36,059
5179.02,Middle,No,103.44,"$110,800","$114,612","$111,923",2836,6.63,188,899,1329,36,059
5180.00,Middle,No,111.27,"$110,800","$123,287","$120,391",6562,19.77,1297,1685,2394,36,059
5181.00,Upper,No,147.78,"$110,800","$163,740","$159,890",2751,9.16,252,887,957,36,059
5182.01,Upper,No,202.90,"$110,800","$224,813","$219,531",4323,14.04,607,1302,1501,36,059
5182.03,Upper,No,197.30,"$110,800","$218,608","$213,472",4438,19.06,846,997,1112,36,059
5182.04,Upper,No,218.80,"$110,800","$242,430","$236,736",4035,10.11,408,1581,1630,36,059
5183.00,Upper,No,173.10,"$110,800","$191,795","$187,292",5675,27.38,1554,1514,1794,36,059
5184.00,Upper,No,166.03,"$110,800","$183,961","$179,643",4557,32.54,1483,1325,1444,36,059
5185.01,Upper,No,153.43,"$110,800","$170,000","$166,011",6488,37.13,2409,1846,2100,36,059
5185.02,Middle,No,107.56,"$110,800","$119,176","$116,382",3209,45.87,1472,716,833,36,059
5186.00,Upper,No,168.13,"$110,800","$186,288","$181,908",4130,31.11,1285,1302,1353,36,059
5187.00,Upper,No,123.92,"$110,800","$137,303","$134,074",5455,35.45,1934,1776,1918,36,059
5188.00,Upper,No,152.73,"$110,800","$169,225","$165,250",3470,33.08,1148,1026,1044,36,059
5189.00,Middle,No,109.16,"$110,800","$120,949","$118,110",6976,53.00,3697,1770,2270,36,059
5190.00,Middle,No,107.78,"$110,800","$119,420","$116,611",6587,40.23,2650,1864,2071,36,059
5191.00,Middle,No,111.80,"$110,800","$123,874","$120,962",6057,36.75,2226,1616,1987,36,059
5192.00,Middle,No,93.23,"$110,800","$103,299","$100,875",6268,35.11,2201,1710,1986,36,059
5193.00,Moderate,No,73.83,"$110,800","$81,804","$79,886",6064,54.19,3286,1458,2038,36,059
5194.00,Middle,No,109.59,"$110,800","$121,426","$118,571",4249,23.77,1010,1240,1482,36,059
5195.00,Middle,No,95.99,"$110,800","$106,357","$103,864",6132,38.98,2390,1766,1986,36,059
5196.01,Middle,No,113.05,"$110,800","$125,259","$122,321",4480,27.12,1215,1377,1493,36,059
5196.02,Upper,No,144.18,"$110,800","$159,751","$156,000",2026,9.23,187,668,717,36,059
5197.02,Middle,No,117.48,"$110,800","$130,168","$127,111",5512,17.42,960,1794,1769,36,059
5197.03,Upper,No,152.00,"$110,800","$168,416","$164,458",3451,22.31,770,1157,1214,36,059
5197.04,Upper,No,159.58,"$110,800","$176,815","$172,656",3019,20.27,612,972,1057,36,059
5198.01,Upper,No,135.02,"$110,800","$149,602","$146,087",2636,27.01,712,715,812,36,059
5198.02,Middle,No,115.35,"$110,800","$127,808","$124,808",5075,19.47,988,1569,1657,36,059
5199.00,Upper,No,123.62,"$110,800","$136,971","$133,750",5177,9.31,482,1662,1819,36,059
5200.01,Middle,No,107.44,"$110,800","$119,044","$116,250",7008,11.93,836,2325,2438,36,059
5200.02,Middle,No,104.31,"$110,800","$115,575","$112,857",4130,19.10,789,1199,1394,36,059
5201.00,Upper,No,132.31,"$110,800","$146,599","$143,155",5252,8.70,457,1640,1739,36,059
5202.00,Middle,No,105.37,"$110,800","$116,750","$114,009",3374,19.15,646,959,1038,36,059
5203.00,Middle,No,111.52,"$110,800","$123,564","$120,664",5969,11.93,712,1674,1880,36,059
5204.01,Middle,No,95.13,"$110,800","$105,404","$102,926",3785,30.22,1144,1155,1326,36,059
5204.02,Middle,No,85.27,"$110,800","$94,479","$92,261",4614,25.79,1190,1207,1324,36,059
5205.01,Middle,No,96.18,"$110,800","$106,567","$104,063",3969,26.25,1042,1094,1238,36,059
5205.02,Middle,No,108.45,"$110,800","$120,163","$117,336",5158,12.14,626,1588,1783,36,059
5206.00,Middle,No,109.75,"$110,800","$121,603","$118,750",6003,23.95,1438,1691,1968,36,059
5207.00,Middle,No,105.61,"$110,800","$117,016","$114,265",5120,8.61,441,1471,1658,36,059
5208.00,Middle,No,106.56,"$110,800","$118,068","$115,300",3888,11.11,432,1227,1335,36,059
5209.00,Upper,No,120.67,"$110,800","$133,702","$130,563",4615,8.19,378,1438,1527,36,059
5210.00,Middle,No,95.08,"$110,800","$105,349","$102,875",5126,7.63,391,1614,1833,36,059
5211.00,Middle,No,116.54,"$110,800","$129,126","$126,094",4862,7.20,350,1372,1584,36,059
5212.00,Middle,No,110.91,"$110,800","$122,888","$120,000",3023,10.02,303,871,967,36,059
5213.01,Middle,No,111.29,"$110,800","$123,309","$120,417",2172,11.69,254,658,782,36,059
5213.02,Middle,No,114.92,"$110,800","$127,331","$124,345",5307,10.12,537,1611,1901,36,059
5214.00,Upper,No,147.30,"$110,800","$163,208","$159,375",6764,9.30,629,2025,2132,36,059
5215.00,Upper,No,122.50,"$110,800","$135,730","$132,545",4855,11.04,536,1442,1574,36,059
5216.01,Middle,No,103.38,"$110,800","$114,545","$111,853",4377,5.39,236,1315,1375,36,059
5216.02,Middle,No,108.83,"$110,800","$120,584","$117,750",3237,8.71,282,1076,1101,36,059
5217.00,Middle,No,106.14,"$110,800","$117,603","$114,844",4706,12.24,576,1565,1606,36,059
5218.01,Middle,No,112.01,"$110,800","$124,107","$121,189",3735,11.57,432,1148,1245,36,059
5218.02,Middle,No,113.06,"$110,800","$125,270","$122,330",4278,12.97,555,1227,1288,36,059
5219.02,Upper,No,127.98,"$110,800","$141,802","$138,472",4085,7.42,303,1332,1530,36,059
5220.00,Moderate,No,75.14,"$110,800","$83,255","$81,304",7745,65.24,5053,1786,2516,36,059
5227.00,Upper,No,121.44,"$110,800","$134,556","$131,394",5082,6.87,349,1511,1618,36,059
9801.00,Unknown,No,0.00,"$110,800",$0,$0,1042,36.85,384,0,0,36,059
9811.00,Unknown,No,0.00,"$110,800",$0,$0,1233,44.36,547,0,0,36,059
9821.00,Unknown,No,0.00,"$110,800",$0,$0,1334,53.30,711,0,0,36,059
9901.00,Unknown,No,0.00,"$110,800",$0,$0,0,0.00,0,0,0,36,059
9902.00,Unknown,No,0.00,"$110,800",$0,$0,0,0.00,0,0,0,36,059
9903.01,Unknown,No,0.00,"$110,800",$0,$0,0,0.00,0,0,0,36,059
9903.02,Unknown,No,0.00,"$110,800",$0,$0,0,0.00,0,0,0,36,059
9904.00,Unknown,No,0.00,"$110,800",$0,$0,0,0.00,0,0,0,36,059
6006.01,Middle,No,82.01,"$72,200","$59,211","$57,100",2234,2.28,51,714,997,42,007
6006.02,Middle,No,94.42,"$72,200","$68,171","$65,741",2688,4.28,115,963,1091,42,007
6007.00,Middle,No,110.02,"$72,200","$79,434","$76,602",7763,3.70,287,2525,3035,42,007
6010.00,Middle,No,108.53,"$72,200","$78,359","$75,568",3632,4.60,167,1142,1381,42,007
6011.00,Moderate,No,61.93,"$72,200","$44,713","$43,125",3242,12.03,390,581,1036,42,007
6012.00,Moderate,No,58.20,"$72,200","$42,020","$40,527",2935,38.53,1131,499,1269,42,007
6013.00,Moderate,No,58.67,"$72,200","$42,360","$40,851",2591,27.87,722,499,1296,42,007
6014.00,Moderate,No,73.49,"$72,200","$53,060","$51,169",3437,16.21,557,897,1454,42,007
6016.00,Moderate,No,72.59,"$72,200","$52,410","$50,547",1334,6.00,80,376,603,42,007
6017.00,Middle,No,98.29,"$72,200","$70,965","$68,438",3406,2.29,78,1118,1349,42,007
6018.00,Middle,No,99.77,"$72,200","$72,034","$69,464",7460,0.67,50,2454,3393,42,007
6021.00,Middle,No,86.94,"$72,200","$62,771","$60,536",3610,21.94,792,714,1405,42,007
6023.00,Middle,No,106.68,"$72,200","$77,023","$74,279",2442,7.66,187,652,1032,42,007
6024.00,Middle,No,112.88,"$72,200","$81,499","$78,594",2025,5.43,110,676,871,42,007
6025.00,Moderate,No,64.82,"$72,200","$46,800","$45,132",1364,3.08,42,234,713,42,007
6026.01,Middle,No,118.99,"$72,200","$85,911","$82,850",4929,5.52,272,1628,1927,42,007
6026.02,Upper,No,142.58,"$72,200","$102,943","$99,275",3372,2.70,91,1062,1214,42,007
6027.01,Middle,No,93.83,"$72,200","$67,745","$65,331",1896,3.80,72,686,815,42,007
6027.02,Middle,No,87.70,"$72,200","$63,319","$61,065",3573,2.21,79,1272,1594,42,007
6028.00,Moderate,No,52.26,"$72,200","$37,732","$36,389",2589,33.76,874,454,991,42,007
6029.00,Middle,No,100.71,"$72,200","$72,713","$70,125",2689,6.10,164,896,1124,42,007
6030.00,Middle,No,100.21,"$72,200","$72,352","$69,773",3039,1.12,34,1006,1296,42,007
6032.02,Upper,No,132.79,"$72,200","$95,874","$92,456",7096,7.43,527,2271,2733,42,007
6033.00,Middle,No,83.94,"$72,200","$60,605","$58,448",3814,5.64,215,1234,1601,42,007
6034.00,Middle,No,93.17,"$72,200","$67,269","$64,872",1892,0.90,17,527,936,42,007
6035.00,Moderate,No,61.69,"$72,200","$44,540","$42,955",1621,13.94,226,427,677,42,007
6036.00,Middle,No,87.97,"$72,200","$63,514","$61,250",2198,2.78,61,771,950,42,007
6037.00,Middle,No,90.19,"$72,200","$65,117","$62,794",4075,7.83,319,1279,1678,42,007
6038.01,Middle,No,118.99,"$72,200","$85,911","$82,847",2891,3.67,106,1118,1167,42,007
6038.02,Upper,No,148.85,"$72,200","$107,470","$103,640",3042,1.55,47,1191,1191,42,007
6038.03,Middle,No,109.35,"$72,200","$78,951","$76,134",3256,3.75,122,1232,1414,42,007
6039.00,Middle,No,104.24,"$72,200","$75,261","$72,582",3154,1.74,55,1194,1559,42,007
6040.00,Moderate,No,56.69,"$72,200","$40,930","$39,476",2642,30.62,809,527,1156,42,007
6041.00,Moderate,No,57.29,"$72,200","$41,363","$39,890",2779,30.05,835,497,1286,42,007
6042.00,Moderate,No,56.89,"$72,200","$41,075","$39,615",1510,24.37,368,432,887,42,007
6045.00,Low,No,42.88,"$72,200","$30,959","$29,861",2342,86.55,2027,470,1299,42,007
6046.00,Moderate,No,64.85,"$72,200","$46,822","$45,156",3104,20.59,639,959,1318,42,007
6047.00,Moderate,No,60.14,"$72,200","$43,421","$41,875",1506,24.57,370,426,768,42,007
6048.00,Middle,No,101.24,"$72,200","$73,095","$70,489",4262,2.21,94,1480,1840,42,007
6049.01,Middle,No,113.84,"$72,200","$82,192","$79,265",4227,11.33,479,1165,1653,42,007
6049.02,Upper,No,121.31,"$72,200","$87,586","$84,464",4524,2.54,115,1630,1894,42,007
6050.01,Middle,No,100.40,"$72,200","$72,489","$69,904",2555,3.13,80,920,1063,42,007
6050.02,Middle,No,110.15,"$72,200","$79,528","$76,696",3760,5.80,218,1215,1473,42,007
6051.00,Middle,No,110.28,"$72,200","$79,622","$76,786",4849,1.77,86,1489,1951,42,007
6052.00,Moderate,No,75.62,"$72,200","$54,598","$52,656",2639,10.91,288,676,970,42,007
6053.00,Middle,No,88.89,"$72,200","$64,179","$61,891",3166,6.79,215,1092,1473,42,007
6054.00,Moderate,No,67.10,"$72,200","$48,446","$46,721",3460,18.90,654,693,1423,42,007
6055.00,Middle,No,115.26,"$72,200","$83,218","$80,250",5225,6.58,344,1560,2084,42,007
6056.00,Middle,No,96.01,"$72,200","$69,319","$66,852",3318,8.08,268,1038,1476,42,007
6057.00,Moderate,No,52.15,"$72,200","$37,652","$36,313",2344,38.44,901,600,1321,42,007
6058.00,Middle,No,94.55,"$72,200","$68,265","$65,833",6284,3.47,218,1973,2543,42,007
0464.02,Moderate,No,66.21,"$63,200","$41,845","$40,727",4570,50.39,2303,743,1652,06,065
0464.03,Middle,No,104.71,"$63,200","$66,177","$64,407",7467,63.22,4721,1438,2116,06,065
0464.04,Middle,No,100.08,"$63,200","$63,251","$61,557",6427,60.31,3876,1216,1799,06,065
0464.05,Middle,No,99.44,"$63,200","$62,846","$61,167",3378,56.57,1911,834,1155,06,065
0465.00,Low,No,40.13,"$63,200","$25,362","$24,688",7477,82.45,6165,57,474,06,065
0466.01,Upper,No,205.77,"$63,200","$130,047","$126,563",3713,74.71,2774,122,131,06,065
0466.02,Upper,No,155.35,"$63,200","$98,181","$95,556",3784,33.06,1251,918,1116,06,065
0467.00,Moderate,No,54.53,"$63,200","$34,463","$33,542",4246,79.60,3380,243,1096,06,065
0468.00,Middle,No,94.86,"$63,200","$59,952","$58,350",6457,86.02,5554,1094,1511,06,065
0469.00,Moderate,No,69.39,"$63,200","$43,854","$42,685",1672,62.50,1045,474,1306,06,065
0470.00,Middle,No,84.67,"$63,200","$53,511","$52,083",1481,34.57,512,367,1030,06,065
0472.01,Moderate,No,64.58,"$63,200","$40,815","$39,722",2170,34.42,747,883,1965,06,065
0472.02,Moderate,No,74.94,"$63,200","$47,362","$46,094",1939,47.34,918,580,1440,06,065
0479.00,Upper,No,192.97,"$63,200","$121,957","$118,696",12895,49.90,6435,3165,3625,06,065
0481.00,Upper,No,176.54,"$63,200","$111,573","$108,590",7020,48.38,3396,1701,2017,06,065
0482.00,Upper,No,154.10,"$63,200","$97,391","$94,783",4279,62.02,2654,1086,1329,06,065
0483.00,Middle,No,84.00,"$63,200","$53,088","$51,672",6776,85.80,5814,1252,1806,06,065
0487.00,Upper,No,157.43,"$63,200","$99,496","$96,831",4215,77.89,3283,812,1102,06,065
0488.00,Middle,No,92.30,"$63,200","$58,334","$56,771",4576,86.87,3975,691,1091,06,065
0489.01,Middle,No,90.09,"$63,200","$56,937","$55,417",4360,74.20,3235,704,993,06,065
0489.02,Moderate,No,69.89,"$63,200","$44,170","$42,991",8109,86.40,7006,894,1540,06,065
0490.00,Upper,No,144.50,"$63,200","$91,324","$88,883",9587,81.78,7840,1717,2198,06,065
0491.00,Middle,No,101.52,"$63,200","$64,161","$62,442",5146,49.90,2568,1187,3142,06,065
0494.00,Middle,No,91.35,"$63,200","$57,733","$56,188",3215,46.75,1503,1039,1684,06,065
0495.00,Moderate,No,62.18,"$63,200","$39,298","$38,250",7987,93.89,7499,1122,1711,06,065
0496.00,Upper,No,130.84,"$63,200","$82,691","$80,479",7849,49.09,3853,1049,1853,06,065
0497.00,Upper,No,193.70,"$63,200","$122,418","$119,141",8825,32.62,2879,1946,2832,06,065
0498.00,Moderate,No,76.59,"$63,200","$48,405","$47,109",4047,48.28,1954,631,987,06,065
0503.00,Upper,No,134.44,"$63,200","$84,966","$82,693",10742,63.14,6782,2094,3190,06,065
0504.00,Upper,No,121.05,"$63,200","$76,504","$74,458",10671,53.80,5741,2075,2902,06,065
0505.00,Upper,No,129.37,"$63,200","$81,762","$79,573",14780,57.27,8464,2662,3570,06,065
0506.00,Upper,No,156.37,"$63,200","$98,826","$96,181",7341,28.66,2104,1513,1934,06,065
0507.00,Upper,No,156.20,"$63,200","$98,718","$96,075",12359,60.18,7438,2285,2759,06,065
0509.00,Upper,No,126.30,"$63,200","$79,822","$77,688",4768,65.71,3133,687,981,06,065
0511.00,Middle,No,87.77,"$63,200","$55,471","$53,987",6565,87.77,5762,922,1521,06,065
0512.00,Middle,No,99.66,"$63,200","$62,985","$61,301",4017,54.57,2192,584,878,06,065
0513.00,Middle,No,92.85,"$63,200","$58,681","$57,112",9424,54.66,5151,2015,3115,06,065
0514.00,Upper,No,142.55,"$63,200","$90,092","$87,682",6826,7.03,480,3650,5330,06,065
9401.00,Middle,No,107.59,"$63,200","$67,997","$66,176",162,11.11,18,94,1406,06,065
9404.00,Moderate,No,76.37,"$63,200","$48,266","$46,977",6241,98.57,6152,1213,1606,06,065
9405.00,Upper,No,194.69,"$63,200","$123,044","$119,750",2071,10.82,224,906,2014,06,065
9406.00,Upper,No,170.28,"$63,200","$107,617","$104,737",3142,18.56,583,1375,2709,06,065
9407.00,Middle,No,107.03,"$63,200","$67,643","$65,833",2551,24.38,622,881,2127,06,065
9408.00,Middle,No,108.87,"$63,200","$68,806","$66,964",2606,12.24,319,1165,2483,06,065
9409.00,Middle,No,95.34,"$63,200","$60,255","$58,646",1888,15.10,285,841,1527,06,065
9410.00,Moderate,No,72.33,"$63,200","$45,713","$44,491",3736,17.32,647,1666,3985,06,065
9411.00,Middle,No,93.28,"$63,200","$58,953","$57,375",1766,7.76,137,980,2005,06,065
9412.00,Middle,No,112.18,"$63,200","$70,898","$69,000",2096,26.15,548,909,2407,06,065
9413.00,Middle,No,98.90,"$63,200","$62,505","$60,833",3322,33.23,1104,1141,2152,06,065
9414.00,Moderate,No,57.62,"$63,200","$36,416","$35,441",3678,47.93,1763,637,1545,06,065
9415.00,Middle,No,102.50,"$63,200","$64,780","$63,047",4745,46.17,2191,1133,1576,06,065
9800.04,Unknown,No,0.00,"$63,200",$0,$0,0,0.00,0,0,0,06,065
9810.00,Unknown,No,0.00,"$63,200",$0,$0,6742,83.27,5614,0,0,06,065
0001.01,Middle,No,112.39,"$73,900","$83,056","$84,097",6610,44.11,2916,1729,2224,06,083
0001.02,Upper,No,120.05,"$73,900","$88,717","$89,830",5442,37.71,2052,930,1665,06,083
0001.03,Upper,No,199.28,"$73,900","$147,268","$149,115",2995,13.62,408,1029,1250,06,083
0002.00,Upper,No,125.42,"$73,900","$92,685","$93,846",3816,28.12,1073,851,1185,06,083
0003.01,Moderate,No,73.50,"$73,900","$54,317","$55,000",2808,46.47,1305,273,731,06,083
0003.02,Moderate,No,76.51,"$73,900","$56,541","$57,250",4216,53.82,2269,448,1221,06,083
0004.00,Upper,No,149.96,"$73,900","$110,820","$112,212",4310,13.36,576,883,1819,06,083
0005.01,Upper,No,199.69,"$73,900","$147,571","$149,423",3367,9.59,323,1046,1342,06,083
0005.02,Upper,No,157.73,"$73,900","$116,562","$118,021",6323,15.45,977,1802,2106,06,083
0006.00,Upper,No,139.49,"$73,900","$103,083","$104,375",4519,27.00,1220,1094,2054,06,083
0007.00,Upper,No,191.59,"$73,900","$141,585","$143,359",6891,31.39,2163,1497,2220,06,083
0008.01,Middle,No,83.26,"$73,900","$61,529","$62,303",4163,81.98,3413,455,1144,06,083
0008.04,Moderate,No,58.04,"$73,900","$42,892","$43,428",7351,77.92,5728,547,1667,06,083
0009.00,Moderate,No,55.93,"$73,900","$41,332","$41,855",3452,48.06,1659,175,936,06,083
0010.00,Middle,No,101.21,"$73,900","$74,794","$75,733",5610,50.32,2823,285,1685,06,083
0011.01,Moderate,No,72.12,"$73,900","$53,297","$53,967",5236,66.77,3496,681,1308,06,083
0011.02,Moderate,No,67.96,"$73,900","$50,222","$50,852",5479,82.24,4506,237,971,06,083
0012.03,Upper,No,160.80,"$73,900","$118,831","$120,324",2821,30.31,855,705,1019,06,083
0012.06,Moderate,No,71.27,"$73,900","$52,669","$53,333",5042,72.07,3634,177,949,06,083
0012.08,Upper,No,170.14,"$73,900","$125,733","$127,311",4408,26.50,1168,867,1344,06,083
0013.04,Upper,No,131.88,"$73,900","$97,459","$98,681",7755,34.69,2690,1920,2672,06,083
0013.06,Upper,No,167.52,"$73,900","$123,797","$125,347",3305,21.33,705,844,1285,06,083
0014.02,Upper,No,211.44,"$73,900","$156,254","$158,214",3278,8.39,275,819,1496,06,083
0015.00,Upper,No,309.05,"$73,900","$228,388","$231,250",3160,13.42,424,1024,1608,06,083
0016.01,Upper,No,164.21,"$73,900","$121,351","$122,870",5275,46.86,2472,1453,1819,06,083
0016.04,Moderate,No,77.56,"$73,900","$57,317","$58,034",5032,47.71,2401,672,1836,06,083
0017.04,Middle,No,100.79,"$73,900","$74,484","$75,417",3070,60.39,1854,628,829,06,083
0017.06,Upper,No,135.42,"$73,900","$100,075","$101,328",4508,33.81,1524,1174,2204,06,083
0018.00,Moderate,No,71.83,"$73,900","$53,082","$53,750",1200,58.92,707,262,616,06,083
0019.01,Middle,No,104.45,"$73,900","$77,189","$78,154",7274,35.19,2560,1898,2858,06,083
0019.03,Middle,No,102.89,"$73,900","$76,036","$76,991",6199,31.28,1939,1518,2137,06,083
0019.05,Upper,No,160.09,"$73,900","$118,307","$119,792",2684,24.03,645,806,1347,06,083
0019.06,Upper,No,132.99,"$73,900","$98,280","$99,510",5946,28.46,1692,1587,2490,06,083
0020.05,Upper,No,122.94,"$73,900","$90,853","$91,993",5212,27.03,1409,1532,2009,06,083
0020.06,Upper,No,146.45,"$73,900","$108,227","$109,583",2464,34.62,853,616,917,06,083
0020.07,Middle,No,109.27,"$73,900","$80,751","$81,762",10131,43.54,4411,2614,3300,06,083
0020.08,Middle,No,101.77,"$73,900","$75,208","$76,154",6191,39.06,2418,1605,2216,06,083
0020.09,Middle,No,117.57,"$73,900","$86,884","$87,977",3965,34.07,1351,961,1298,06,083
0020.10,Middle,No,109.78,"$73,900","$81,127","$82,143",4542,29.37,1334,1181,1566,06,083
0020.11,Middle,No,87.90,"$73,900","$64,958","$65,771",5174,61.23,3168,1146,1592,06,083
0020.12,Middle,No,115.11,"$73,900","$85,066","$86,131",3345,21.14,707,860,1297,06,083
0020.13,Upper,No,161.69,"$73,900","$119,489","$120,988",2931,23.58,691,930,1075,06,083
0021.01,Moderate,No,55.12,"$73,900","$40,734","$41,250",3892,69.17,2692,391,983,06,083
0021.02,Middle,No,86.39,"$73,900","$63,842","$64,643",2272,65.98,1499,494,658,06,083
0021.03,Low,No,49.44,"$73,900","$36,536","$37,000",3900,69.90,2726,396,809,06,083
0022.05,Moderate,No,57.35,"$73,900","$42,382","$42,917",5455,80.35,4383,645,940,06,083
0022.06,Moderate,No,57.19,"$73,900","$42,263","$42,796",5096,78.73,4012,353,1253,06,083
0022.09,Moderate,No,70.92,"$73,900","$52,410","$53,068",3418,79.11,2704,537,788,06,083
0022.10,Middle,No,104.38,"$73,900","$77,137","$78,108",5755,73.05,4204,1070,1597,06,083
0022.11,Middle,No,118.85,"$73,900","$87,830","$88,935",5764,60.57,3491,1423,1858,06,083
0023.03,Moderate,No,62.82,"$73,900","$46,424","$47,005",6225,91.41,5690,844,1338,06,083
0023.04,Low,No,49.97,"$73,900","$36,928","$37,393",6319,96.31,6086,482,1152,06,083
0023.05,Moderate,No,51.19,"$73,900","$37,829","$38,304",7474,95.72,7154,771,1548,06,083
0023.06,Middle,No,92.43,"$73,900","$68,306","$69,167",8501,74.29,6315,1917,2610,06,083
0024.02,Moderate,No,66.43,"$73,900","$49,092","$49,712",12983,84.43,10962,1399,2564,06,083
0024.03,Low,No,42.74,"$73,900","$31,585","$31,986",6992,95.97,6710,159,852,06,083
0024.04,Low,No,42.44,"$73,900","$31,363","$31,760",8797,95.93,8439,234,717,06,083
0025.02,Moderate,No,59.31,"$73,900","$43,830","$44,385",7447,92.51,6889,953,1941,06,083
0026.04,Unknown,No,0.00,"$73,900",$0,$0,3155,74.39,2347,0,54,06,083
0026.06,Moderate,No,78.66,"$73,900","$58,130","$58,857",3348,45.64,1528,5,909,06,083
0027.02,Low,No,41.62,"$73,900","$30,757","$31,149",7943,83.89,6663,309,1680,06,083
0027.03,Moderate,No,74.21,"$73,900","$54,841","$55,530",4139,68.57,2838,574,1259,06,083
0027.05,Moderate,No,50.29,"$73,900","$37,164","$37,636",4286,66.43,2847,595,1162,06,083
0027.06,Low,No,49.62,"$73,900","$36,669","$37,130",6603,76.07,5023,693,1496,06,083
0027.07,Moderate,No,78.51,"$73,900","$58,019","$58,750",2304,51.69,1191,419,801,06,083
0027.08,Middle,No,104.38,"$73,900","$77,137","$78,102",2565,40.74,1045,569,1005,06,083
0028.02,Middle,No,114.84,"$73,900","$84,867","$85,931",7174,58.08,4167,1327,2220,06,083
0028.06,Middle,No,94.63,"$73,900","$69,932","$70,809",2303,48.81,1124,657,762,06,083
0028.08,Middle,No,118.78,"$73,900","$87,778","$88,879",6763,32.81,2219,1837,2637,06,083
0028.09,Upper,No,128.24,"$73,900","$94,769","$95,956",4902,46.37,2273,1259,1692,06,083
0029.06,Upper,No,144.26,"$73,900","$106,608","$107,944",4038,31.60,1276,1186,1433,06,083
0029.07,Upper,No,153.20,"$73,900","$113,215","$114,632",4406,32.18,1418,1106,1506,06,083
0029.09,Upper,No,132.61,"$73,900","$97,999","$99,228",6190,49.79,3082,1276,1789,06,083
0029.13,Upper,No,161.79,"$73,900","$119,563","$121,058",3820,28.27,1080,900,1223,06,083
0029.14,Upper,No,133.61,"$73,900","$98,738","$99,974",3190,33.04,1054,882,1105,06,083
0029.15,Moderate,No,61.90,"$73,900","$45,744","$46,319",479,59.92,287,9,118,06,083
0029.22,Middle,No,101.90,"$73,900","$75,304","$76,250",9971,60.73,6055,143,382,06,083
0029.24,Low,No,29.91,"$73,900","$22,103","$22,386",6643,36.91,2452,0,385,06,083
0029.26,Low,No,33.41,"$73,900","$24,690","$25,000",6002,41.27,2477,13,343,06,083
0029.28,Middle,No,104.13,"$73,900","$76,952","$77,917",4633,39.07,1810,77,681,06,083
0029.30,Upper,No,131.18,"$73,900","$96,942","$98,157",7344,52.36,3845,1241,1900,06,083
0029.32,Upper,No,153.05,"$73,900","$113,104","$114,519",2353,47.30,1113,438,775,06,083
0030.01,Moderate,No,77.38,"$73,900","$57,184","$57,905",5936,74.68,4433,572,1109,06,083
0030.04,Upper,No,150.05,"$73,900","$110,887","$112,279",5164,43.30,2236,1411,1612,06,083
0030.05,Middle,No,108.93,"$73,900","$80,499","$81,506",5609,53.06,2976,876,1457,06,083
0030.07,Upper,No,230.62,"$73,900","$170,428","$172,566",3503,17.16,601,1074,1623,06,083
0031.02,Upper,No,120.99,"$73,900","$89,412","$90,536",3286,49.97,1642,806,1249,06,083
9800.00,Unknown,No,0.00,"$73,900",$0,$0,8,0.00,0,0,4,06,083
9801.00,Unknown,No,0.00,"$73,900",$0,$0,0,0.00,0,0,12,06,083
9900.00,Unknown,No,0.00,"$73,900",$0,$0,0,0.00,0,0,0,06,083
9702.00,Middle,No,118.10,"$64,700","$76,411","$76,591",2172,2.07,45,820,1487,50,003
9703.00,Middle,No,94.83,"$64,700","$61,355","$61,500",1076,5.67,61,361,781,50,003
9704.00,Middle,No,86.67,"$64,700","$56,075","$56,208",4339,2.97,129,1337,2168,50,003
9705.00,Middle,No,105.31,"$64,700","$68,136","$68,295",983,4.07,40,436,2523,50,003
9706.00,Middle,No,100.67,"$64,700","$65,133","$65,288",3064,2.09,64,1211,1965,50,003
9707.00,Middle,No,95.38,"$64,700","$61,711","$61,858",2453,3.02,74,792,1310,50,003
9708.00,Middle,No,111.34,"$64,700","$72,037","$72,207",3535,2.52,89,1294,1680,50,003
9709.00,Middle,No,81.65,"$64,700","$52,828","$52,955",2017,3.67,74,635,801,50,003
9710.00,Middle,No,116.75,"$64,700","$75,537","$75,714",3841,12.05,463,878,1363,50,003
9711.00,Middle,No,87.97,"$64,700","$56,917","$57,049",4740,4.60,218,1502,2002,50,003
9712.00,Moderate,No,51.99,"$64,700","$33,638","$33,716",4885,8.50,415,887,2039,50,003
9713.00,Middle,No,95.33,"$64,700","$61,679","$61,825",3484,4.28,149,1090,1561,50,003
5115.00,Upper,No,173.27,"$111,200","$192,676","$185,625",7922,39.67,3143,1459,2232,06,085
5116.08,Unknown,No,0.00,"$111,200",$0,$0,2994,58.48,1751,0,25,06,085
5116.09,Middle,No,115.38,"$111,200","$128,303","$123,603",3156,34.73,1096,197,119,06,085
5117.01,Upper,No,228.76,"$111,200","$254,381","$245,069",4238,35.23,1493,1315,1620,06,085
