Tract Code,Tract Income Level,Distressed (Y/N),Tract Median Fam Income,MSA Median Fam Income,2017 Median Fam Income,2015 Median Fam Income,Tract Population,Tract Minority %,Minority Pop,Owner Occupied Units,1-4 Fam Units,state,county
0999.05,Moderate,No,74.12,"$88,000","$65,226","$63,750",4102,63.87,2620,452,1222,06,059
0999.06,Middle,No,114.35,"$88,000","$100,628","$98,346",5109,50.93,2602,1409,1729,06,059
1100.01,Middle,No,100.28,"$88,000","$88,246","$86,250",4513,32.82,1481,1022,1539,06,059
1100.03,Upper,No,136.38,"$88,000","$120,014","$117,292",3358,48.78,1638,815,928,06,059
1100.04,Upper,No,121.44,"$88,000","$106,867","$104,450",5083,35.84,1822,1567,1658,06,059
1100.05,Upper,No,121.50,"$88,000","$106,920","$104,500",3102,32.14,997,981,1149,06,059
1100.06,Upper,No,143.59,"$88,000","$126,359","$123,500",3146,31.82,1001,906,1001,06,059
1100.07,Upper,No,165.04,"$88,000","$145,235","$141,941",4685,21.39,1002,1526,1713,06,059
1100.08,Upper,No,143.36,"$88,000","$126,157","$123,295",4309,27.62,1190,1382,1373,06,059
1100.10,Upper,No,122.66,"$88,000","$107,941","$105,492",5116,53.05,2714,1241,1435,06,059
1100.11,Upper,No,120.08,"$88,000","$105,670","$103,281",2936,53.37,1567,879,1069,06,059
1100.12,Upper,No,130.95,"$88,000","$115,236","$112,625",5113,30.78,1574,1541,1751,06,059
1100.14,Moderate,No,78.71,"$88,000","$69,265","$67,697",5002,56.02,2802,201,1091,06,059
1100.15,Upper,No,124.99,"$88,000","$109,991","$107,500",3505,28.70,1006,1013,1205,06,059
1101.02,Middle,No,108.96,"$88,000","$95,885","$93,714",5679,64.98,3690,1368,1742,06,059
1101.04,Middle,No,82.74,"$88,000","$72,811","$71,164",5690,64.53,3672,982,1284,06,059
1101.06,Middle,No,98.54,"$88,000","$86,715","$84,750",3917,56.29,2205,942,1211,06,059
1101.08,Middle,No,118.21,"$88,000","$104,025","$101,667",2805,54.65,1533,637,934,06,059
1101.09,Middle,No,87.98,"$88,000","$77,422","$75,669",5208,56.16,2925,957,1201,06,059
1101.10,Middle,No,82.25,"$88,000","$72,380","$70,740",5751,65.24,3752,920,1469,06,059
1101.11,Middle,No,105.75,"$88,000","$93,060","$90,952",6137,67.56,4146,1395,1845,06,059
1101.13,Middle,No,119.50,"$88,000","$105,160","$102,778",2386,54.86,1309,587,682,06,059
1101.14,Middle,No,112.41,"$88,000","$98,921","$96,677",4707,44.25,2083,1240,1522,06,059
1101.15,Middle,No,114.26,"$88,000","$100,549","$98,268",3532,77.01,2720,884,1035,06,059
1101.16,Middle,No,94.35,"$88,000","$83,028","$81,150",5031,73.44,3695,941,1056,06,059
1101.17,Middle,No,107.42,"$88,000","$94,530","$92,385",6126,53.41,3272,1111,1461,06,059
1101.18,Upper,No,209.44,"$88,000","$184,307","$180,125",2611,72.08,1882,734,758,06,059
1102.01,Middle,No,84.43,"$88,000","$74,298","$72,619",7752,65.63,5088,1256,1696,06,059
1102.02,Moderate,No,67.28,"$88,000","$59,206","$57,869",7578,70.24,5323,846,1169,06,059
1102.03,Middle,No,94.66,"$88,000","$83,301","$81,417",5095,50.11,2553,1055,1454,06,059
1103.01,Middle,No,94.34,"$88,000","$83,019","$81,143",7646,68.69,5252,1272,1664,06,059
1103.02,Middle,No,83.98,"$88,000","$73,902","$72,230",5636,72.76,4101,1142,1557,06,059
1103.03,Middle,No,97.56,"$88,000","$85,853","$83,910",4851,63.86,3098,1055,1361,06,059
1103.04,Middle,No,119.20,"$88,000","$104,896","$102,524",4466,65.14,2909,1036,1312,06,059
1104.01,Middle,No,108.57,"$88,000","$95,542","$93,377",5386,68.99,3716,1061,1237,06,059
1104.02,Moderate,No,66.49,"$88,000","$58,511","$57,188",5578,76.60,4273,723,1156,06,059
1105.00,Low,No,41.21,"$88,000","$36,265","$35,450",8383,81.36,6820,715,1154,06,059
1106.03,Moderate,No,62.26,"$88,000","$54,789","$53,548",9194,83.69,7694,433,946,06,059
1106.04,Middle,No,105.32,"$88,000","$92,682","$90,586",7750,71.63,5551,2002,2351,06,059
1106.05,Middle,No,93.76,"$88,000","$82,509","$80,638",6487,80.68,5234,1276,1982,06,059
1106.06,Moderate,No,61.82,"$88,000","$54,402","$53,171",4699,92.42,4343,235,643,06,059
1106.07,Middle,No,99.26,"$88,000","$87,349","$85,373",4530,73.73,3340,652,926,06,059
9800.00,Unknown,No,0.00,"$88,000",$0,$0,30,100.00,30,0,0,06,059
9901.00,Unknown,No,0.00,"$88,000",$0,$0,0,0.00,0,0,0,06,059
0141.01,Upper,No,150.31,"$73,700","$110,778","$108,300",3587,58.32,2092,883,173,34,017
0141.02,Moderate,No,77.56,"$73,700","$57,162","$55,885",4925,73.44,3617,1077,1003,34,017
0142.00,Moderate,No,74.36,"$73,700","$54,803","$53,578",6575,90.65,5960,773,1436,34,017
0143.00,Middle,No,88.48,"$73,700","$65,210","$63,750",6190,83.13,5146,943,1802,34,017
0144.00,Middle,No,101.07,"$73,700","$74,489","$72,821",7764,82.46,6402,1367,2367,34,017
0145.01,Moderate,No,78.00,"$73,700","$57,486","$56,197",7531,82.57,6218,840,1714,34,017
0145.02,Low,No,34.46,"$73,700","$25,397","$24,828",2952,74.70,2205,121,369,34,017
0146.00,Middle,No,97.51,"$73,700","$71,865","$70,260",3757,89.25,3353,419,1237,34,017
0147.00,Moderate,No,65.36,"$73,700","$48,170","$47,096",5173,89.48,4629,788,1331,34,017
0148.00,Moderate,No,65.11,"$73,700","$47,986","$46,912",5833,85.03,4960,663,1181,34,017
0149.00,Middle,No,83.47,"$73,700","$61,517","$60,139",3159,91.36,2886,454,827,34,017
0150.01,Upper,No,187.66,"$73,700","$138,305","$135,208",2095,60.24,1262,760,257,34,017
0150.02,Moderate,No,67.86,"$73,700","$50,013","$48,893",5785,90.08,5211,327,1303,34,017
0151.00,Moderate,No,77.38,"$73,700","$57,029","$55,750",3715,85.92,3192,285,798,34,017
0152.01,Upper,No,183.53,"$73,700","$135,262","$132,234",2809,52.76,1482,885,266,34,017
0152.02,Moderate,No,63.84,"$73,700","$47,050","$46,000",6211,80.33,4989,588,1130,34,017
0153.00,Moderate,No,62.73,"$73,700","$46,232","$45,199",4287,90.13,3864,230,641,34,017
0155.00,Moderate,No,67.27,"$73,700","$49,578","$48,467",5459,94.67,5168,267,1219,34,017
0156.00,Moderate,No,50.25,"$73,700","$37,034","$36,205",4305,91.20,3926,128,380,34,017
0157.00,Moderate,No,64.19,"$73,700","$47,308","$46,250",3725,92.86,3459,225,663,34,017
0158.01,Upper,No,244.15,"$73,700","$179,939","$175,903",2903,49.16,1427,236,80,34,017
0158.02,Moderate,No,74.22,"$73,700","$54,700","$53,475",5993,91.37,5476,372,782,34,017
0159.00,Moderate,No,51.62,"$73,700","$38,044","$37,194",5766,91.68,5286,175,591,34,017
0160.00,Moderate,No,54.86,"$73,700","$40,432","$39,531",3345,93.72,3135,224,531,34,017
0161.00,Moderate,No,60.55,"$73,700","$44,625","$43,629",3681,96.36,3547,187,551,34,017
0162.00,Low,No,45.69,"$73,700","$33,674","$32,925",4810,97.01,4666,228,1003,34,017
0163.00,Moderate,No,57.29,"$73,700","$42,223","$41,278",4892,94.32,4614,309,818,34,017
0164.00,Low,No,43.37,"$73,700","$31,964","$31,250",4034,89.84,3624,190,786,34,017
0165.00,Moderate,No,56.72,"$73,700","$41,803","$40,870",4413,82.48,3640,314,660,34,017
0166.00,Moderate,No,56.19,"$73,700","$41,412","$40,489",4425,88.88,3933,184,740,34,017
0167.00,Middle,No,93.19,"$73,700","$68,681","$67,143",1616,80.88,1307,173,329,34,017
0168.00,Moderate,No,51.76,"$73,700","$38,147","$37,292",3483,92.56,3224,77,506,34,017
0169.00,Low,No,45.51,"$73,700","$33,541","$32,795",3678,88.93,3271,140,888,34,017
0170.00,Moderate,No,53.32,"$73,700","$39,297","$38,417",4861,90.58,4403,143,759,34,017
0171.00,Moderate,No,64.38,"$73,700","$47,448","$46,391",5270,90.87,4789,437,1292,34,017
0172.00,Moderate,No,59.68,"$73,700","$43,984","$43,000",3024,87.60,2649,208,667,34,017
0173.00,Moderate,No,60.62,"$73,700","$44,677","$43,676",2585,77.76,2010,371,495,34,017
0174.00,Low,No,43.92,"$73,700","$32,369","$31,644",2725,90.86,2476,182,495,34,017
0175.00,Low,No,46.89,"$73,700","$34,558","$33,786",4055,91.34,3704,204,705,34,017
0176.00,Moderate,No,60.72,"$73,700","$44,751","$43,750",3194,93.02,2971,123,655,34,017
0177.00,Low,No,48.85,"$73,700","$36,002","$35,202",1897,89.51,1698,145,298,34,017
0178.00,Moderate,No,56.90,"$73,700","$41,935","$40,997",6013,86.96,5229,619,1046,34,017
0179.00,Upper,No,295.98,"$73,700","$218,137","$213,250",1973,45.36,895,374,365,34,017
0180.00,Middle,No,99.26,"$73,700","$73,155","$71,518",4351,59.48,2588,526,847,34,017
0181.00,Middle,No,117.39,"$73,700","$86,516","$84,583",2726,67.02,1827,327,778,34,017
0182.00,Middle,No,118.48,"$73,700","$87,320","$85,365",4165,47.59,1982,608,1318,34,017
0183.01,Upper,No,346.99,"$73,700","$255,732","$250,001",2336,24.96,583,427,27,34,017
0183.02,Upper,No,346.99,"$73,700","$255,732","$250,001",3607,26.25,947,659,19,34,017
0184.00,Upper,No,251.13,"$73,700","$185,083","$180,938",5460,23.52,1284,963,576,34,017
0185.00,Upper,No,233.29,"$73,700","$171,935","$168,083",6299,19.08,1202,819,623,34,017
0186.00,Upper,No,170.02,"$73,700","$125,305","$122,500",2406,29.22,703,366,717,34,017
0187.01,Upper,No,258.81,"$73,700","$190,743","$186,466",2753,21.47,591,224,504,34,017
0187.02,Upper,No,155.34,"$73,700","$114,486","$111,923",4367,33.09,1445,634,742,34,017
0188.00,Upper,No,194.44,"$73,700","$143,302","$140,089",3234,18.61,602,623,1165,34,017
0189.00,Upper,No,187.24,"$73,700","$137,996","$134,904",3803,22.17,843,638,394,34,017
0190.00,Moderate,No,58.83,"$73,700","$43,358","$42,386",4916,59.91,2945,439,248,34,017
0191.00,Upper,No,165.69,"$73,700","$122,114","$119,375",3483,31.98,1114,407,425,34,017
0192.00,Upper,No,320.88,"$73,700","$236,489","$231,190",4106,26.28,1079,988,324,34,017
0193.00,Upper,No,182.46,"$73,700","$134,473","$131,458",2845,25.20,717,387,442,34,017
0194.00,Upper,No,136.70,"$73,700","$100,748","$98,491",2837,24.67,700,141,362,34,017
0198.00,Upper,No,122.81,"$73,700","$90,511","$88,482",5902,44.93,2652,1653,1933,34,017
0199.00,Upper,No,141.72,"$73,700","$104,448","$102,109",4980,50.28,2504,1387,1544,34,017
0200.00,Upper,No,120.02,"$73,700","$88,455","$86,474",5713,54.75,3128,957,1802,34,017
0201.00,Upper,No,144.47,"$73,700","$106,474","$104,087",1575,69.97,1102,0,80,34,017
0324.00,Moderate,No,50.58,"$73,700","$37,277","$36,444",7057,94.70,6683,408,1463,34,017
9801.00,Unknown,No,0.00,"$73,700",$0,$0,0,0.00,0,0,0,34,017
3836.00,Moderate,No,77.02,"$104,800","$80,717","$77,321",6082,33.99,2067,1242,1738,25,017
3837.00,Middle,No,95.51,"$104,800","$100,094","$95,875",5468,13.30,727,1626,1934,25,017
3838.00,Middle,No,113.76,"$104,800","$119,220","$114,195",5192,20.09,1043,1914,1986,25,017
3839.01,Middle,No,112.51,"$104,800","$117,910","$112,942",7933,15.06,1195,2725,2771,25,017
3839.02,Upper,No,152.42,"$104,800","$159,736","$153,000",5347,18.85,1008,1767,1891,25,017
3840.01,Middle,No,113.31,"$104,800","$118,749","$113,750",1575,29.02,457,482,420,25,017
3840.02,Middle,No,103.88,"$104,800","$108,866","$104,283",6031,36.13,2179,987,816,25,017
3851.00,Upper,No,151.58,"$104,800","$158,856","$152,157",6807,18.69,1272,1898,2323,25,017
3852.01,Moderate,No,66.49,"$104,800","$69,682","$66,750",2417,9.06,219,681,806,25,017
3852.02,Upper,No,122.01,"$104,800","$127,866","$122,477",7935,18.24,1447,2683,3005,25,017
3861.00,Upper,No,165.27,"$104,800","$173,203","$165,903",4245,7.14,303,1343,1488,25,017
3871.00,Middle,No,112.15,"$104,800","$117,533","$112,581",4215,9.37,395,1303,1410,25,017
3872.01,Upper,No,126.22,"$104,800","$132,279","$126,708",5900,11.76,694,1655,1816,25,017
3872.02,Upper,No,137.56,"$104,800","$144,163","$138,092",4082,8.89,363,1283,1313,25,017
3881.00,Upper,No,158.00,"$104,800","$165,584","$158,606",5137,23.03,1183,1585,1310,25,017
3882.00,Moderate,No,79.40,"$104,800","$83,211","$79,708",7436,34.05,2532,1597,2261,25,017
3883.00,Low,No,18.39,"$104,800","$19,273","$18,466",6657,59.97,3992,170,421,25,017
9800.00,Unknown,No,0.00,"$104,800",$0,$0,0,0.00,0,0,0,25,017
0100.12,Middle,No,83.36,"$63,200","$52,684","$51,276",4572,53.57,2449,948,1564,06,071
0100.13,Moderate,No,68.47,"$63,200","$43,273","$42,117",7575,62.63,4744,1538,2484,06,071
0100.14,Moderate,No,52.32,"$63,200","$33,066","$32,183",5354,77.68,4159,504,1248,06,071
0100.15,Moderate,No,74.86,"$63,200","$47,312","$46,050",6003,60.92,3657,1122,1520,06,071
0100.16,Middle,No,82.10,"$63,200","$51,887","$50,500",6017,69.54,4184,758,1444,06,071
0100.17,Middle,No,117.31,"$63,200","$74,140","$72,156",14917,62.57,9333,3093,4540,06,071
0100.18,Middle,No,85.86,"$63,200","$54,264","$52,813",7346,63.68,4678,1357,2192,06,071
0100.19,Moderate,No,70.26,"$63,200","$44,404","$43,217",5274,59.90,3159,820,1558,06,071
0100.20,Low,No,48.34,"$63,200","$30,551","$29,735",7793,65.48,5103,790,2015,06,071
0100.21,Middle,No,84.70,"$63,200","$53,530","$52,099",6275,48.76,3060,1628,2110,06,071
0100.22,Middle,No,100.40,"$63,200","$63,453","$61,758",4235,39.93,1691,992,1462,06,071
0100.23,Middle,No,103.06,"$63,200","$65,134","$63,393",6127,52.24,3201,1293,1894,06,071
0100.24,Middle,No,108.00,"$63,200","$68,256","$66,429",5459,40.21,2195,1409,1751,06,071
0100.25,Moderate,No,69.09,"$63,200","$43,665","$42,500",7847,70.19,5508,995,2126,06,071
0100.26,Moderate,No,65.22,"$63,200","$41,219","$40,119",11122,69.99,7784,1460,2809,06,071
0103.00,Middle,No,95.77,"$63,200","$60,527","$58,906",3100,38.39,1190,767,1941,06,071
0104.02,Moderate,No,66.72,"$63,200","$42,167","$41,042",9617,42.37,4075,18,1691,06,071
0104.09,Moderate,No,63.00,"$63,200","$39,816","$38,750",2742,32.28,885,685,2460,06,071
0104.10,Moderate,No,66.99,"$63,200","$42,338","$41,207",3081,23.27,717,908,1645,06,071
0104.11,Moderate,No,58.64,"$63,200","$37,060","$36,071",7153,31.40,2246,1459,3227,06,071
0104.12,Middle,No,102.46,"$63,200","$64,755","$63,025",7665,22.58,1731,1951,3304,06,071
0104.13,Middle,No,98.04,"$63,200","$61,961","$60,304",6259,40.68,2546,1569,2910,06,071
0104.15,Middle,No,83.12,"$63,200","$52,532","$51,128",5902,31.16,1839,907,2467,06,071
0104.16,Moderate,No,78.82,"$63,200","$49,814","$48,484",3459,28.10,972,1004,2512,06,071
0104.17,Moderate,No,69.54,"$63,200","$43,949","$42,778",2938,22.60,664,1009,1823,06,071
0104.19,Middle,No,89.50,"$63,200","$56,564","$55,053",4463,25.03,1117,942,2498,06,071
0104.20,Middle,No,82.89,"$63,200","$52,386","$50,985",3962,28.82,1142,874,2011,06,071
0104.21,Moderate,No,57.25,"$63,200","$36,182","$35,218",6212,59.63,3704,473,2464,06,071
0104.22,Upper,No,122.29,"$63,200","$77,287","$75,221",1399,30.16,422,287,765,06,071
0104.23,Moderate,No,56.71,"$63,200","$35,841","$34,886",3590,22.14,795,1233,2844,06,071
0104.24,Unknown,No,0.00,"$63,200",$0,$0,1633,11.33,185,617,1812,06,071
0107.00,Moderate,No,58.78,"$63,200","$37,149","$36,154",4000,34.63,1385,835,1844,06,071
0108.02,Middle,No,89.89,"$63,200","$56,810","$55,292",4991,21.76,1086,1234,3050,06,071
0108.03,Upper,No,127.62,"$63,200","$80,656","$78,500",2493,19.25,480,902,2559,06,071
0108.04,Middle,No,88.05,"$63,200","$55,648","$54,162",2868,33.54,962,770,1896,06,071
0109.01,Upper,No,122.27,"$63,200","$77,275","$75,208",5119,23.58,1207,1536,4401,06,071
0109.02,Upper,No,125.84,"$63,200","$79,531","$77,401",3421,23.21,794,998,3931,06,071
0110.01,Middle,No,84.16,"$63,200","$53,189","$51,768",2122,42.79,908,456,2539,06,071
0110.02,Middle,No,119.05,"$63,200","$75,240","$73,229",1540,53.31,821,413,1239,06,071
0111.01,Upper,No,121.47,"$63,200","$76,769","$74,718",3565,24.29,866,965,2626,06,071
0111.02,Middle,No,92.21,"$63,200","$58,277","$56,719",2176,19.67,428,639,2520,06,071
0112.03,Middle,No,85.21,"$63,200","$53,853","$52,411",1344,22.25,299,358,2198,06,071
0112.04,Middle,No,92.13,"$63,200","$58,226","$56,667",1341,17.00,228,442,3047,06,071
0112.05,Moderate,No,53.51,"$63,200","$33,818","$32,917",1521,38.33,583,221,1388,06,071
0112.06,Middle,No,116.51,"$63,200","$73,634","$71,667",1056,30.97,327,234,2558,06,071
0113.00,Middle,No,98.25,"$63,200","$62,094","$60,435",1369,21.55,295,507,2267,06,071
0114.01,Middle,No,81.04,"$63,200","$51,217","$49,848",4813,27.16,1307,845,4638,06,071
0114.03,Moderate,No,64.39,"$63,200","$40,694","$39,607",3597,21.43,771,904,4312,06,071
0114.04,Middle,No,103.20,"$63,200","$65,222","$63,480",4140,17.80,737,1218,2578,06,071
0115.00,Upper,No,135.48,"$63,200","$85,623","$83,333",1885,18.20,343,471,1635,06,071
0116.00,Middle,No,114.42,"$63,200","$72,313","$70,380",8051,29.66,2388,1908,3496,06,071
0117.00,Moderate,No,64.45,"$63,200","$40,732","$39,643",1535,53.16,816,317,697,06,071
0118.00,Middle,No,95.14,"$63,200","$60,128","$58,519",7200,62.44,4496,1242,2632,06,071
0119.00,Middle,No,105.99,"$63,200","$66,986","$65,194",3785,46.90,1775,757,1384,06,071
0120.01,Middle,No,109.64,"$63,200","$69,292","$67,441",6046,65.18,3941,1140,1938,06,071
0120.02,Middle,No,102.27,"$63,200","$64,635","$62,908",5446,65.00,3540,1074,1916,06,071
0121.01,Middle,No,105.17,"$63,200","$66,467","$64,688",5238,50.67,2654,1288,1939,06,071
0121.03,Moderate,No,69.51,"$63,200","$43,930","$42,755",3918,31.04,1216,1084,1923,06,071
0121.04,Middle,No,107.61,"$63,200","$68,010","$66,188",5145,33.53,1725,1291,2243,06,071
0122.00,Upper,No,171.29,"$63,200","$108,255","$105,357",13471,78.46,10569,476,722,06,071
0123.00,Unknown,No,0.00,"$63,200",$0,$0,3841,63.89,2454,0,0,06,071
0124.00,Moderate,No,68.08,"$63,200","$43,027","$41,875",3412,87.13,2973,503,905,06,071
0125.00,Low,No,48.40,"$63,200","$30,589","$29,774",4651,94.88,4413,498,1313,06,071
0127.00,Middle,No,110.85,"$63,200","$70,057","$68,185",4074,72.68,2961,1026,1287,06,071
0250.00,Middle,No,83.46,"$63,200","$52,747","$51,336",9238,49.94,4613,33,2625,06,071
0251.00,Moderate,No,61.98,"$63,200","$39,171","$38,125",1369,57.93,793,356,2131,06,071
9401.00,Moderate,No,54.05,"$63,200","$34,160","$33,250",1247,21.41,267,605,1634,06,071
9801.00,Unknown,No,0.00,"$63,200",$0,$0,0,0.00,0,0,0,06,071
9802.00,Unknown,No,0.00,"$63,200",$0,$0,4444,84.77,3767,0,0,06,071
7056.02,Upper,No,136.51,"$114,200","$155,894","$153,793",4687,29.70,1392,1082,352,24,031
7057.01,Upper,No,196.95,"$114,200","$224,917","$221,875",4501,17.33,780,1285,1217,24,031
7057.02,Upper,No,203.05,"$114,200","$231,883","$228,750",4746,11.90,565,1549,1342,24,031
7058.00,Upper,No,195.91,"$114,200","$223,729","$220,703",6227,15.08,939,1960,2120,24,031
7059.01,Upper,No,212.81,"$114,200","$243,029","$239,750",4077,25.90,1056,1332,1429,24,031
7059.02,Upper,No,213.44,"$114,200","$243,748","$240,455",4179,33.38,1395,1341,1450,24,031
7059.03,Upper,No,218.30,"$114,200","$249,299","$245,929",4387,26.24,1151,1431,1534,24,031
7060.05,Upper,No,188.99,"$114,200","$215,827","$212,917",4816,32.23,1552,1380,1598,24,031
7060.07,Upper,No,195.28,"$114,200","$223,010","$220,000",7595,39.59,3007,2237,2417,24,031
7060.08,Upper,No,221.80,"$114,200","$253,296","$249,875",5070,24.58,1246,1635,1791,24,031
7060.09,Upper,No,221.91,"$114,200","$253,421","$250,001",5359,23.18,1242,1767,1928,24,031
7060.10,Upper,No,132.83,"$114,200","$151,692","$149,643",2971,44.13,1311,883,1100,24,031
7060.11,Upper,No,183.39,"$114,200","$209,431","$206,607",5077,34.82,1768,1673,1851,24,031
7060.12,Middle,No,94.00,"$114,200","$107,348","$105,896",3201,51.36,1644,956,509,24,031
7060.13,Upper,No,190.05,"$114,200","$217,037","$214,107",3061,34.40,1053,860,1011,24,031
0042.00,Moderate,No,79.98,"$53,000","$42,389","$42,109",1304,73.77,962,159,376,06,029
0043.01,Middle,No,82.41,"$53,000","$43,677","$43,391",7884,93.01,7333,1141,1708,06,029
0043.02,Unknown,No,0.00,"$53,000",$0,$0,5851,77.51,4535,0,0,06,029
0044.01,Middle,No,90.69,"$53,000","$48,066","$47,748",7489,84.74,6346,1144,2029,06,029
0044.02,Low,No,42.26,"$53,000","$22,398","$22,252",5062,93.46,4731,295,1229,06,029
0045.00,Moderate,No,60.99,"$53,000","$32,325","$32,112",3412,93.49,3190,288,968,06,029
0046.01,Unknown,No,0.00,"$53,000",$0,$0,4210,79.93,3365,0,0,06,029
0046.03,Unknown,No,0.00,"$53,000",$0,$0,2337,79.08,1848,0,0,06,029
0046.04,Middle,No,94.49,"$53,000","$50,080","$49,752",13528,94.76,12819,1886,2811,06,029
0047.01,Moderate,No,62.75,"$53,000","$33,258","$33,042",9412,95.65,9003,1101,1864,06,029
0047.02,Moderate,No,55.68,"$53,000","$29,510","$29,317",4075,99.34,4048,452,944,06,029
0048.00,Low,No,49.20,"$53,000","$26,076","$25,908",10593,97.69,10348,922,2355,06,029
0049.01,Moderate,No,57.16,"$53,000","$30,295","$30,096",5288,95.76,5064,616,1125,06,029
0049.02,Middle,No,91.48,"$53,000","$48,484","$48,166",8825,97.14,8573,1505,2120,06,029
0050.03,Moderate,No,54.92,"$53,000","$29,108","$28,919",3609,95.68,3453,370,776,06,029
0050.04,Middle,No,84.28,"$53,000","$44,668","$44,375",7433,93.96,6984,1183,2068,06,029
0051.03,Middle,No,116.22,"$53,000","$61,597","$61,193",2494,21.33,532,812,1013,06,029
0051.04,Upper,No,209.19,"$53,000","$110,871","$110,139",3781,26.02,984,1371,1575,06,029
0052.01,Middle,No,113.11,"$53,000","$59,948","$59,555",5178,10.72,555,2084,4322,06,029
0052.03,Middle,No,95.43,"$53,000","$50,578","$50,244",4762,11.47,546,1467,2642,06,029
0052.04,Low,No,46.80,"$53,000","$24,804","$24,643",5625,22.28,1253,1879,3881,06,029
0053.00,Moderate,No,58.76,"$53,000","$31,143","$30,938",2021,34.93,706,45,805,06,029
0054.01,Upper,No,133.76,"$53,000","$70,893","$70,426",6544,34.31,2245,1675,2911,06,029
0054.02,Upper,No,158.32,"$53,000","$83,910","$83,359",5239,21.87,1146,1463,2131,06,029
0054.03,Upper,No,134.38,"$53,000","$71,221","$70,750",8226,37.54,3088,2016,3554,06,029
0054.04,Upper,No,142.48,"$53,000","$75,514","$75,019",7219,38.20,2758,1543,2883,06,029
0055.01,Upper,No,207.23,"$53,000","$109,832","$109,107",6013,20.59,1238,2056,2883,06,029
0055.06,Middle,No,108.16,"$53,000","$57,325","$56,948",5267,43.90,2312,1492,2232,06,029
0055.07,Middle,No,118.41,"$53,000","$62,757","$62,346",7165,54.43,3900,1607,3258,06,029
0055.08,Middle,No,86.65,"$53,000","$45,925","$45,625",4549,49.92,2271,1037,1998,06,029
0056.00,Moderate,No,73.80,"$53,000","$39,114","$38,859",2326,37.49,872,477,1110,06,029
0057.00,Middle,No,112.06,"$53,000","$59,392","$59,000",2617,28.16,737,5,805,06,029
0058.01,Upper,No,140.24,"$53,000","$74,327","$73,835",6897,54.44,3755,1377,2175,06,029
0058.02,Middle,No,93.38,"$53,000","$49,491","$49,167",8252,63.63,5251,1027,2876,06,029
0059.00,Moderate,No,79.87,"$53,000","$42,331","$42,056",3789,71.52,2710,456,1538,06,029
0060.02,Unknown,No,0.00,"$53,000",$0,$0,4783,58.23,2785,0,0,06,029
0060.03,Middle,No,106.56,"$53,000","$56,477","$56,103",5739,29.60,1699,1128,2130,06,029
0060.04,Moderate,No,73.83,"$53,000","$39,130","$38,875",1542,26.59,410,553,952,06,029
0060.06,Upper,No,192.51,"$53,000","$102,030","$101,356",3395,18.14,616,1034,1532,06,029
0060.07,Upper,No,132.08,"$53,000","$70,002","$69,543",5774,23.22,1341,1615,2529,06,029
0060.08,Upper,No,183.32,"$53,000","$97,160","$96,518",5638,14.49,817,2148,3131,06,029
0061.00,Middle,No,108.15,"$53,000","$57,320","$56,940",8357,43.19,3609,1775,3076,06,029
0062.01,Moderate,No,74.26,"$53,000","$39,358","$39,100",3163,75.56,2390,350,854,06,029
0062.02,Middle,No,94.47,"$53,000","$50,069","$49,738",7418,94.86,7037,765,1586,06,029
0063.01,Moderate,No,72.28,"$53,000","$38,308","$38,059",4415,88.56,3910,519,1021,06,029
0063.03,Moderate,No,61.80,"$53,000","$32,754","$32,539",6567,94.23,6188,511,1414,06,029
0063.04,Low,No,47.64,"$53,000","$25,249","$25,087",4073,93.67,3815,388,941,06,029
0064.01,Moderate,No,56.33,"$53,000","$29,855","$29,659",8491,95.18,8082,840,2062,06,029
0064.03,Moderate,No,63.69,"$53,000","$33,756","$33,534",6565,95.29,6256,574,1215,06,029
0064.04,Moderate,No,51.06,"$53,000","$27,062","$26,887",3213,96.20,3091,328,851,06,029
0065.00,Moderate,No,65.32,"$53,000","$34,620","$34,395",3667,49.20,1804,635,1455,06,029
4166.00,Middle,No,113.35,"$110,800","$125,592","$122,639",5531,21.32,1179,1495,1323,36,059
4167.01,Middle,No,92.16,"$110,800","$102,113","$99,718",4404,33.02,1454,943,1723,36,059
4167.02,Middle,No,93.08,"$110,800","$103,133","$100,715",4137,29.90,1237,971,535,36,059
4168.01,Middle,No,111.95,"$110,800","$124,041","$121,125",2195,20.82,457,717,805,36,059
4168.02,Middle,No,114.66,"$110,800","$127,043","$124,063",3762,4.86,183,1289,1184,36,059
4169.00,Upper,No,157.19,"$110,800","$174,167","$170,074",3871,7.34,284,1403,1741,36,059
5170.00,Upper,No,150.49,"$110,800","$166,743","$162,829",3415,19.06,651,966,1223,36,059
5171.01,Moderate,No,70.88,"$110,800","$78,535","$76,688",5330,55.05,2934,642,1822,36,059
5171.02,Middle,No,102.24,"$110,800","$113,282","$110,625",2323,19.20,446,703,757,36,059
5172.00,Low,No,47.73,"$110,800","$52,885","$51,644",8599,62.15,5344,968,1846,36,059
5173.01,Upper,No,135.17,"$110,800","$149,768","$146,250",2773,31.95,886,670,969,36,059
5173.02,Moderate,No,64.40,"$110,800","$71,355","$69,679",4805,35.34,1698,931,1720,36,059
5174.00,Upper,No,125.31,"$110,800","$138,843","$135,577",5025,11.70,588,1391,1897,36,059
5175.00,Upper,No,144.09,"$110,800","$159,652","$155,903",3770,14.35,541,1156,1368,36,059
5176.00,Middle,No,112.57,"$110,800","$124,728","$121,801",4620,14.35,663,1459,1744,36,059
