Tract Code,Tract Population,Tract Minority %,Number of Families,Number Households,Non Hispanic White Pop,tract_minority_pop,american_indian_pop,asian_islander_pop,black_population,hisplanic_population,mixed_population,state,county
0118.00,7200,62.44,1701,2214,2704,4496,29,70,586,3433,378,06,071
0119.00,3785,46.90,795,1145,2010,1775,0,80,75,1489,131,06,071
0120.01,6046,65.18,1397,1887,2105,3941,16,739,384,2634,168,06,071
0120.02,5446,65.00,1406,1884,1906,3540,109,312,365,2605,149,06,071
0121.01,5238,50.67,1437,1959,2584,2654,122,212,565,1657,98,06,071
0121.03,3918,31.04,910,1414,2702,1216,41,25,34,846,270,06,071
0121.04,5145,33.53,1173,1635,3420,1725,77,0,101,1503,44,06,071
0122.00,13471,78.46,672,690,2902,10569,217,1833,2136,4748,1635,06,071
0123.00,3841,63.89,0,0,1387,2454,45,134,916,1150,209,06,071
0124.00,3412,87.13,719,889,439,2973,0,82,138,2701,52,06,071
0125.00,4651,94.88,1009,1247,238,4413,0,0,283,4101,29,06,071
0127.00,4074,72.68,1009,1349,1113,2961,0,402,412,2073,74,06,071
0250.00,9238,49.94,2098,2337,4625,4613,21,717,1185,2100,590,06,071
0251.00,1369,57.93,303,633,576,793,474,23,21,232,43,06,071
9401.00,1247,21.41,361,697,980,267,67,0,0,148,52,06,071
9801.00,0,0.00,0,0,0,0,0,0,0,0,0,06,071
9802.00,4444,84.77,0,0,677,3767,153,196,1099,2177,142,06,071
7056.02,4687,29.70,892,2643,3295,1392,0,658,65,545,124,24,031
7057.01,4501,17.33,1260,1737,3721,780,0,287,203,226,64,24,031
7057.02,4746,11.90,1311,1769,4181,565,0,109,0,407,49,24,031
7058.00,6227,15.08,1663,2286,5288,939,0,459,114,131,235,24,031
7059.01,4077,25.90,1166,1418,3021,1056,0,426,120,360,150,24,031
7059.02,4179,33.38,1242,1489,2784,1395,0,771,140,257,227,24,031
7059.03,4387,26.24,1275,1540,3236,1151,0,700,32,251,168,24,031
7060.05,4816,32.23,1330,1652,3264,1552,0,908,40,494,110,24,031
7060.07,7595,39.59,2126,2373,4588,3007,0,1821,505,523,158,24,031
7060.08,5070,24.58,1542,1729,3824,1246,0,1008,17,167,54,24,031
7060.09,5359,23.18,1620,1887,4117,1242,0,665,149,312,116,24,031
7060.10,2971,44.13,836,1065,1660,1311,6,465,600,60,180,24,031
7060.11,5077,34.82,1521,1800,3309,1768,18,912,269,351,218,24,031
7060.12,3201,51.36,676,1705,1557,1644,0,691,377,479,97,24,031
7060.13,3061,34.40,851,940,2008,1053,0,397,25,554,77,24,031
0042.00,1304,73.77,291,333,342,962,1,7,31,916,7,06,029
0043.01,7884,93.01,1777,1963,551,7333,30,73,206,7024,0,06,029
0043.02,5851,77.51,0,0,1316,4535,54,109,1271,2953,148,06,029
0044.01,7489,84.74,1688,2052,1143,6346,0,0,156,6128,62,06,029
0044.02,5062,93.46,996,1248,331,4731,1,8,118,4604,0,06,029
0045.00,3412,93.49,711,827,222,3190,2,4,2,3182,0,06,029
0046.01,4210,79.93,0,0,845,3365,21,111,1115,1986,132,06,029
0046.03,2337,79.08,0,0,489,1848,16,56,473,1242,61,06,029
0046.04,13528,94.76,2558,2682,709,12819,32,1870,341,10514,62,06,029
0047.01,9412,95.65,1867,2003,409,9003,0,27,177,8761,38,06,029
0047.02,4075,99.34,885,924,27,4048,8,0,0,3903,137,06,029
0048.00,10593,97.69,2425,2760,245,10348,0,508,127,9713,0,06,029
0049.01,5288,95.76,1162,1355,224,5064,10,1117,0,3876,61,06,029
0049.02,8825,97.14,1891,2015,252,8573,52,1802,17,6628,74,06,029
0050.03,3609,95.68,782,956,156,3453,0,333,214,2906,0,06,029
0050.04,7433,93.96,1668,2024,449,6984,14,980,140,5755,95,06,029
0051.03,2494,21.33,665,1042,1962,532,0,63,0,314,155,06,029
0051.04,3781,26.02,1148,1508,2797,984,0,141,92,604,147,06,029
0052.01,5178,10.72,1489,2664,4623,555,9,67,6,446,27,06,029
0052.03,4762,11.47,1178,1994,4216,546,325,0,0,139,82,06,029
0052.04,5625,22.28,1490,2711,4372,1253,211,0,15,891,136,06,029
0053.00,2021,34.93,436,590,1315,706,0,32,32,582,60,06,029
0054.01,6544,34.31,1708,2652,4299,2245,73,514,71,1425,162,06,029
0054.02,5239,21.87,1342,1983,4093,1146,0,186,66,847,47,06,029
0054.03,8226,37.54,1753,3336,5138,3088,83,1094,302,1436,173,06,029
0054.04,7219,38.20,1835,2730,4461,2758,0,143,692,1238,685,06,029
0055.01,6013,20.59,1652,2580,4775,1238,35,32,434,584,153,06,029
0055.06,5267,43.90,1479,1820,2955,2312,17,158,48,1701,388,06,029
0055.07,7165,54.43,2093,2882,3265,3900,0,267,1677,1676,280,06,029
0055.08,4549,49.92,1264,1577,2278,2271,14,77,624,1332,224,06,029
0056.00,2326,37.49,569,846,1454,872,22,66,305,389,90,06,029
0057.00,2617,28.16,678,697,1880,737,0,60,289,213,175,06,029
0058.01,6897,54.44,1575,1949,3142,3755,13,298,1019,2143,282,06,029
0058.02,8252,63.63,1780,2645,3001,5251,92,295,1083,3372,409,06,029
0059.00,3789,71.52,841,1373,1079,2710,0,48,442,2172,48,06,029
0060.02,4783,58.23,0,0,1998,2785,97,85,667,1857,79,06,029
0060.03,5739,29.60,1475,2030,4040,1699,0,51,55,1512,81,06,029
0060.04,1542,26.59,417,670,1132,410,41,0,5,311,53,06,029
0060.06,3395,18.14,955,1292,2779,616,0,29,40,448,99,06,029
0060.07,5774,23.22,1621,2143,4433,1341,0,152,13,1176,0,06,029
0060.08,5638,14.49,1809,2391,4821,817,9,132,64,342,270,06,029
0061.00,8357,43.19,2073,3001,4748,3609,31,129,356,2845,248,06,029
0062.01,3163,75.56,644,741,773,2390,0,16,0,2352,22,06,029
0062.02,7418,94.86,1357,1466,381,7037,5,102,9,6877,44,06,029
0063.01,4415,88.56,859,1025,505,3910,17,46,56,3787,4,06,029
0063.03,6567,94.23,1422,1562,379,6188,0,0,98,6055,35,06,029
0063.04,4073,93.67,873,965,258,3815,0,13,10,3779,13,06,029
0064.01,8491,95.18,1788,1992,409,8082,0,162,0,7896,24,06,029
0064.03,6565,95.29,1269,1460,309,6256,28,74,0,6154,0,06,029
0064.04,3213,96.20,702,829,122,3091,0,16,8,3047,20,06,029
0065.00,3667,49.20,621,969,1863,1804,0,91,304,1264,145,06,029
4166.00,5531,21.32,1167,2616,4352,1179,0,116,264,701,98,36,059
4167.01,4404,33.02,1087,1617,2950,1454,21,197,98,973,165,36,059
4167.02,4137,29.90,837,2331,2900,1237,0,364,140,562,171,36,059
4168.01,2195,20.82,599,791,1738,457,0,105,91,157,104,36,059
4168.02,3762,4.86,843,2032,3579,183,0,30,0,153,0,36,059
4169.00,3871,7.34,1149,1576,3587,284,0,8,3,273,0,36,059
5170.00,3415,19.06,888,1182,2764,651,0,140,146,344,21,36,059
5171.01,5330,55.05,1246,1718,2396,2934,0,103,487,2154,190,36,059
5171.02,2323,19.20,604,736,1877,446,0,230,57,145,14,36,059
5172.00,8599,62.15,1949,3071,3255,5344,0,294,1306,3302,442,36,059
5173.01,2773,31.95,642,1103,1887,886,0,99,86,660,41,36,059
5173.02,4805,35.34,1245,1703,3107,1698,42,264,111,964,317,36,059
5174.00,5025,11.70,1454,1935,4437,588,0,80,155,237,116,36,059
5175.00,3770,14.35,1079,1405,3229,541,0,220,25,237,59,36,059
5176.00,4620,14.35,1297,1654,3957,663,0,151,125,303,84,36,059
5177.01,7853,27.85,2094,2426,5666,2187,0,1456,292,320,119,36,059
5177.05,2710,20.96,762,828,2142,568,0,357,68,139,4,36,059
5178.01,3349,13.23,946,1206,2906,443,7,177,46,195,18,36,059
5178.02,3270,18.44,878,1216,2667,603,0,12,97,490,4,36,059
5179.01,4917,10.03,1342,1678,4424,493,0,102,6,327,58,36,059
5179.02,2836,6.63,770,1088,2648,188,0,32,12,133,11,36,059
5180.00,6562,19.77,1591,2666,5265,1297,0,148,294,612,243,36,059
5181.00,2751,9.16,747,931,2499,252,0,34,0,190,28,36,059
5182.01,4323,14.04,1177,1377,3716,607,0,330,64,164,49,36,059
5182.03,4438,19.06,982,1322,3592,846,0,555,100,159,32,36,059
5182.04,4035,10.11,1205,1641,3627,408,0,256,50,70,32,36,059
5183.00,5675,27.38,1489,1907,4121,1554,0,1224,13,259,58,36,059
5184.00,4557,32.54,1266,1415,3074,1483,19,1006,25,281,152,36,059
5185.01,6488,37.13,1760,2285,4079,2409,0,2090,185,83,51,36,059
5185.02,3209,45.87,893,1103,1737,1472,0,1099,53,139,181,36,059
5186.00,4130,31.11,1245,1359,2845,1285,0,1142,0,73,70,36,059
5187.00,5455,35.45,1562,1850,3521,1934,13,1563,99,224,35,36,059
5188.00,3470,33.08,950,1055,2322,1148,0,879,33,139,97,36,059
5189.00,6976,53.00,1832,2158,3279,3697,0,1655,1089,708,245,36,059
5190.00,6587,40.23,1669,2082,3937,2650,0,1427,236,765,222,36,059
5191.00,6057,36.75,1560,1950,3831,2226,18,1264,2,794,148,36,059
5192.00,6268,35.11,1605,1892,4067,2201,5,1226,35,793,142,36,059
5193.00,6064,54.19,1562,1983,2778,3286,0,1462,224,1418,182,36,059
5194.00,4249,23.77,994,1352,3239,1010,0,684,0,264,62,36,059
5195.00,6132,38.98,1596,1912,3742,2390,0,1357,3,761,269,36,059
5196.01,4480,27.12,1247,1445,3265,1215,0,907,4,276,28,36,059
5196.02,2026,9.23,630,697,1839,187,0,106,0,46,35,36,059
5197.02,5512,17.42,1480,1999,4552,960,0,625,166,169,0,36,059
5197.03,3451,22.31,1011,1187,2681,770,36,475,21,156,82,36,059
5197.04,3019,20.27,855,1103,2407,612,0,478,0,96,38,36,059
5198.01,2636,27.01,664,812,1924,712,8,405,0,283,16,36,059
5198.02,5075,19.47,1388,1640,4087,988,0,620,73,258,37,36,059
5199.00,5177,9.31,1446,1748,4695,482,0,234,74,162,12,36,059
5200.01,7008,11.93,1940,2537,6172,836,0,438,3,330,65,36,059
5200.02,4130,19.10,1050,1453,3341,789,0,315,3,392,79,36,059
5201.00,5252,8.70,1433,1804,4795,457,0,286,6,111,54,36,059
5202.00,3374,19.15,849,1008,2728,646,0,203,3,353,87,36,059
5203.00,5969,11.93,1588,1919,5257,712,0,70,14,501,127,36,059
5204.01,3785,30.22,998,1588,2641,1144,0,522,79,511,32,36,059
5204.02,4614,25.79,1211,1771,3424,1190,0,237,85,741,127,36,059
5205.01,3969,26.25,1018,1219,2927,1042,0,384,2,620,36,36,059
5205.02,5158,12.14,1315,1653,4532,626,0,122,178,262,64,36,059
5206.00,6003,23.95,1628,1919,4565,1438,0,271,157,885,125,36,059
5207.00,5120,8.61,1332,1649,4679,441,0,38,78,305,20,36,059
5208.00,3888,11.11,1046,1300,3456,432,0,143,1,287,1,36,059
5209.00,4615,8.19,1291,1495,4237,378,0,169,51,158,0,36,059
5210.00,5126,7.63,1321,1762,4735,391,0,52,0,298,41,36,059
5211.00,4862,7.20,1206,1535,4512,350,0,83,0,267,0,36,059
5212.00,3023,10.02,746,925,2720,303,0,42,76,152,33,36,059
5213.01,2172,11.69,592,717,1918,254,0,24,13,148,69,36,059
5213.02,5307,10.12,1461,1778,4770,537,0,77,0,441,19,36,059
5214.00,6764,9.30,1705,2095,6135,629,0,355,2,246,26,36,059
5215.00,4855,11.04,1229,1544,4319,536,0,58,21,426,31,36,059
5216.01,4377,5.39,1133,1346,4141,236,0,37,9,160,30,36,059
5216.02,3237,8.71,924,1084,2955,282,0,47,11,224,0,36,059
5217.00,4706,12.24,1236,1585,4130,576,0,69,14,468,25,36,059
5218.01,3735,11.57,1035,1224,3303,432,5,27,162,210,28,36,059
5218.02,4278,12.97,1037,1257,3723,555,0,94,50,382,29,36,059
5219.02,4085,7.42,1159,1362,3782,303,0,62,4,237,0,36,059
5220.00,7745,65.24,1768,2673,2692,5053,0,318,1568,2920,247,36,059
5227.00,5082,6.87,1401,1592,4733,349,0,13,1,317,18,36,059
9801.00,1042,36.85,0,0,658,384,0,110,118,110,46,36,059
9811.00,1233,44.36,0,0,686,547,0,74,228,167,78,36,059
9821.00,1334,53.30,0,0,623,711,18,143,273,187,90,36,059
9901.00,0,0.00,0,0,0,0,0,0,0,0,0,36,059
9902.00,0,0.00,0,0,0,0,0,0,0,0,0,36,059
9903.01,0,0.00,0,0,0,0,0,0,0,0,0,36,059
9903.02,0,0.00,0,0,0,0,0,0,0,0,0,36,059
9904.00,0,0.00,0,0,0,0,0,0,0,0,0,36,059
6006.01,2234,2.28,576,900,2183,51,0,0,9,20,22,42,007
6006.02,2688,4.28,774,1029,2573,115,0,25,27,40,23,42,007
6007.00,7763,3.70,2130,3165,7476,287,0,12,71,84,120,42,007
6010.00,3632,4.60,944,1566,3465,167,0,73,23,39,32,42,007
6011.00,3242,12.03,584,1031,2852,390,0,49,152,25,164,42,007
6012.00,2935,38.53,627,1176,1804,1131,0,0,869,8,254,42,007
6013.00,2591,27.87,563,968,1869,722,0,0,369,55,298,42,007
6014.00,3437,16.21,907,1524,2880,557,15,0,229,65,248,42,007
6016.00,1334,6.00,377,612,1254,80,12,0,35,14,19,42,007
6017.00,3406,2.29,1021,1320,3328,78,0,0,19,2,57,42,007
6018.00,7460,0.67,2017,3263,7410,50,0,45,5,0,0,42,007
6021.00,3610,21.94,847,1639,2818,792,0,0,655,48,89,42,007
6023.00,2442,7.66,557,1203,2255,187,0,95,25,37,30,42,007
6024.00,2025,5.43,554,933,1915,110,0,0,31,59,20,42,007
6025.00,1364,3.08,376,736,1322,42,5,0,27,9,1,42,007
6026.01,4929,5.52,1392,1828,4657,272,0,14,57,159,42,42,007
6026.02,3372,2.70,899,1304,3281,91,0,15,51,8,17,42,007
6027.01,1896,3.80,551,752,1824,72,2,9,8,45,8,42,007
6027.02,3573,2.21,1081,1436,3494,79,0,0,50,0,29,42,007
6028.00,2589,33.76,582,1013,1715,874,0,0,570,185,119,42,007
6029.00,2689,6.10,763,1004,2525,164,0,0,0,53,111,42,007
6030.00,3039,1.12,882,1192,3005,34,0,10,0,14,10,42,007
6032.02,7096,7.43,2031,2545,6569,527,0,16,221,170,120,42,007
6033.00,3814,5.64,1098,1698,3599,215,0,17,0,27,171,42,007
6034.00,1892,0.90,499,875,1875,17,0,3,14,0,0,42,007
6035.00,1621,13.94,422,613,1395,226,0,10,116,34,66,42,007
6036.00,2198,2.78,569,969,2137,61,0,0,23,23,15,42,007
6037.00,4075,7.83,1032,1857,3756,319,0,62,129,7,121,42,007
6038.01,2891,3.67,897,1148,2785,106,0,39,19,23,25,42,007
6038.02,3042,1.55,1031,1191,2995,47,0,24,0,23,0,42,007
6038.03,3256,3.75,995,1344,3134,122,0,24,41,57,0,42,007
6039.00,3154,1.74,853,1395,3099,55,0,0,31,24,0,42,007
6040.00,2642,30.62,665,1151,1833,809,23,21,387,75,303,42,007
6041.00,2779,30.05,655,1222,1944,835,0,60,614,58,103,42,007
6042.00,1510,24.37,386,810,1142,368,0,6,251,58,53,42,007
6045.00,2342,86.55,559,1045,315,2027,7,9,1933,51,27,42,007
6046.00,3104,20.59,858,1458,2465,639,0,3,591,16,29,42,007
6047.00,1506,24.57,435,691,1136,370,0,0,285,37,48,42,007
6048.00,4262,2.21,1157,1831,4168,94,0,0,61,27,6,42,007
6049.01,4227,11.33,980,1470,3748,479,0,44,217,167,51,42,007
6049.02,4524,2.54,1354,1911,4409,115,0,0,18,56,41,42,007
6050.01,2555,3.13,813,1024,2475,80,0,0,31,15,34,42,007
6050.02,3760,5.80,1131,1420,3542,218,0,48,10,74,86,42,007
6051.00,4849,1.77,1412,1907,4763,86,0,72,9,1,4,42,007
6052.00,2639,10.91,696,1108,2351,288,0,17,116,78,77,42,007
6053.00,3166,6.79,907,1345,2951,215,0,13,86,27,89,42,007
6054.00,3460,18.90,852,1571,2806,654,0,0,482,48,124,42,007
6055.00,5225,6.58,1450,2095,4881,344,0,57,253,26,8,42,007
6056.00,3318,8.08,884,1378,3050,268,0,0,96,94,78,42,007
6057.00,2344,38.44,580,962,1443,901,0,11,768,72,50,42,007
6058.00,6284,3.47,1798,2451,6066,218,0,75,37,3,103,42,007
0464.02,4570,50.39,1005,1471,2267,2303,18,129,29,1998,129,06,065
0464.03,7467,63.22,1492,2025,2746,4721,0,168,176,4229,148,06,065
0464.04,6427,60.31,1470,1813,2551,3876,1,318,452,2938,167,06,065
0464.05,3378,56.57,734,1020,1467,1911,0,92,9,1643,167,06,065
0465.00,7477,82.45,507,1294,1312,6165,0,2637,681,2316,531,06,065
0466.01,3713,74.71,141,204,939,2774,7,85,730,1436,516,06,065
0466.02,3784,33.06,942,1066,2533,1251,15,61,61,1050,64,06,065
0467.00,4246,79.60,923,1342,866,3380,6,49,701,2594,30,06,065
0468.00,6457,86.02,1310,1437,903,5554,25,485,1288,3713,43,06,065
0469.00,1672,62.50,388,617,627,1045,6,17,95,912,15,06,065
0470.00,1481,34.57,372,599,969,512,0,52,123,332,5,06,065
0472.01,2170,34.42,492,1122,1423,747,10,39,0,698,0,06,065
0472.02,1939,47.34,494,797,1021,918,0,15,40,845,18,06,065
0479.00,12895,49.90,3250,3626,6460,6435,1,1856,730,3216,632,06,065
0481.00,7020,48.38,1773,1977,3624,3396,0,1030,202,2071,93,06,065
0482.00,4279,62.02,984,1256,1625,2654,0,828,215,1525,86,06,065
0483.00,6776,85.80,1667,1772,962,5814,62,828,1736,3119,69,06,065
0487.00,4215,77.89,881,1135,932,3283,0,582,642,2032,27,06,065
0488.00,4576,86.87,968,1124,601,3975,0,259,1119,2528,69,06,065
0489.01,4360,74.20,873,976,1125,3235,0,231,223,2666,115,06,065
0489.02,8109,86.40,1611,1873,1103,7006,0,213,1202,5455,136,06,065
0490.00,9587,81.78,1942,2115,1747,7840,25,1042,3095,3590,88,06,065
0491.00,5146,49.90,1400,2194,2578,2568,41,245,2,2195,85,06,065
0494.00,3215,46.75,805,1396,1712,1503,0,0,0,1503,0,06,065
0495.00,7987,93.89,1790,2171,488,7499,0,58,96,7209,136,06,065
0496.00,7849,49.09,1815,2467,3996,3853,171,798,421,1949,514,06,065
0497.00,8825,32.62,1999,2602,5946,2879,0,581,143,1738,417,06,065
0498.00,4047,48.28,968,1376,2093,1954,0,276,84,1266,328,06,065
0503.00,10742,63.14,2463,2684,3960,6782,42,1331,1632,2785,992,06,065
0504.00,10671,53.80,2539,3074,4930,5741,0,994,500,4060,187,06,065
0505.00,14780,57.27,3100,4086,6316,8464,96,1537,874,5481,476,06,065
0506.00,7341,28.66,1615,2260,5237,2104,24,160,223,1267,430,06,065
0507.00,12359,60.18,2867,3308,4921,7438,171,1097,1603,3630,937,06,065
0509.00,4768,65.71,965,1658,1635,3133,16,667,449,1725,276,06,065
0511.00,6565,87.77,1361,1709,803,5762,0,334,1818,3477,133,06,065
0512.00,4017,54.57,1017,1475,1825,2192,0,175,71,1774,172,06,065
0513.00,9424,54.66,2023,2745,4273,5151,158,405,358,3975,255,06,065
0514.00,6826,7.03,2278,4099,6346,480,0,63,187,141,89,06,065
9401.00,162,11.11,54,99,144,18,18,0,0,0,0,06,065
9404.00,6241,98.57,1302,1512,89,6152,22,0,7,6123,0,06,065
9405.00,2071,10.82,469,1208,1847,224,3,55,19,115,32,06,065
9406.00,3142,18.56,972,1584,2559,583,34,129,28,289,103,06,065
9407.00,2551,24.38,536,1419,1929,622,19,88,34,413,68,06,065
9408.00,2606,12.24,541,1610,2287,319,20,63,33,173,30,06,065
9409.00,1888,15.10,451,1020,1603,285,10,23,37,172,43,06,065
9410.00,3736,17.32,739,2286,3089,647,27,71,40,459,50,06,065
9411.00,1766,7.76,457,1098,1629,137,1,21,3,88,24,06,065
9412.00,2096,26.15,468,1136,1548,548,9,43,77,363,56,06,065
9413.00,3322,33.23,636,1700,2218,1104,21,118,182,724,59,06,065
9414.00,3678,47.93,648,1869,1915,1763,18,186,206,1303,50,06,065
9415.00,4745,46.17,1100,1453,2554,2191,355,183,191,1316,146,06,065
9800.04,0,0.00,0,0,0,0,0,0,0,0,0,06,065
9810.00,6742,83.27,0,0,1128,5614,33,271,1617,3406,287,06,065
0001.01,6610,44.11,1313,2413,3694,2916,22,353,165,2326,50,06,083
0001.02,5442,37.71,1327,2164,3390,2052,0,371,2,1479,200,06,083
0001.03,2995,13.62,901,1192,2587,408,0,59,0,259,90,06,083
0002.00,3816,28.12,854,1939,2743,1073,0,169,0,873,31,06,083
0003.01,2808,46.47,448,1290,1503,1305,0,116,43,1073,73,06,083
0003.02,4216,53.82,890,1838,1947,2269,0,223,86,1889,71,06,083
0004.00,4310,13.36,829,2384,3734,576,0,155,8,358,55,06,083
0005.01,3367,9.59,936,1292,3044,323,0,50,35,183,55,06,083
0005.02,6323,15.45,1757,2433,5346,977,18,160,137,634,28,06,083
0006.00,4519,27.00,1059,2151,3299,1220,0,151,33,834,202,06,083
0007.00,6891,31.39,1471,2101,4728,2163,27,276,110,1609,141,06,083
0008.01,4163,81.98,749,1144,750,3413,0,69,24,3304,16,06,083
0008.04,7351,77.92,1311,1902,1623,5728,46,86,154,5336,106,06,083
0009.00,3452,48.06,566,1669,1793,1659,15,82,109,1376,77,06,083
0010.00,5610,50.32,885,2692,2787,2823,0,106,163,2406,148,06,083
0011.01,5236,66.77,1111,1519,1740,3496,27,209,41,3201,18,06,083
0011.02,5479,82.24,969,1342,973,4506,0,236,64,4159,47,06,083
0012.03,2821,30.31,677,1159,1966,855,0,177,0,613,65,06,083
0012.06,5042,72.07,870,1570,1408,3634,2,159,35,3367,71,06,083
0012.08,4408,26.50,901,1615,3240,1168,0,191,87,709,181,06,083
0013.04,7755,34.69,2041,2892,5065,2690,0,300,101,1965,324,06,083
0013.06,3305,21.33,862,1502,2600,705,39,75,55,503,33,06,083
0014.02,3278,8.39,780,1378,3003,275,0,0,2,222,51,06,083
0015.00,3160,13.42,921,1251,2736,424,0,82,9,288,45,06,083
0016.01,5275,46.86,1388,1791,2803,2472,43,201,1,2129,98,06,083
0016.04,5032,47.71,1334,2234,2631,2401,24,245,0,2013,119,06,083
0017.04,3070,60.39,722,1102,1216,1854,0,110,24,1673,47,06,083
0017.06,4508,33.81,1180,2054,2984,1524,27,281,55,1073,88,06,083
0018.00,1200,58.92,317,430,493,707,1,4,0,678,24,06,083
0019.01,7274,35.19,1928,2668,4714,2560,101,103,109,2049,198,06,083
0019.03,6199,31.28,1707,2674,4260,1939,0,72,3,1765,99,06,083
0019.05,2684,24.03,781,1055,2039,645,11,53,51,469,61,06,083
0019.06,5946,28.46,1664,2277,4254,1692,256,128,48,1064,196,06,083
0020.05,5212,27.03,1351,1887,3803,1409,54,157,74,957,167,06,083
0020.06,2464,34.62,591,804,1611,853,83,76,0,629,65,06,083
0020.07,10131,43.54,2442,3717,5720,4411,7,609,110,3498,187,06,083
0020.08,6191,39.06,1614,2265,3773,2418,0,187,184,1779,268,06,083
0020.09,3965,34.07,987,1309,2614,1351,0,363,24,888,76,06,083
0020.10,4542,29.37,1346,1540,3208,1334,5,162,131,855,181,06,083
0020.11,5174,61.23,1266,1665,2006,3168,0,325,115,2594,134,06,083
0020.12,3345,21.14,934,1230,2638,707,1,52,0,621,33,06,083
0020.13,2931,23.58,728,1034,2240,691,16,102,2,466,105,06,083
0021.01,3892,69.17,850,1180,1200,2692,0,26,18,2634,14,06,083
0021.02,2272,65.98,570,783,773,1499,0,62,21,1370,46,06,083
0021.03,3900,69.90,804,1414,1174,2726,50,408,40,2210,18,06,083
0022.05,5455,80.35,1057,1416,1072,4383,0,351,19,3950,63,06,083
0022.06,5096,78.73,1005,1482,1084,4012,3,128,76,3711,94,06,083
0022.09,3418,79.11,740,900,714,2704,0,47,19,2632,6,06,083
0022.10,5755,73.05,1204,1523,1551,4204,146,538,162,3297,61,06,083
0022.11,5764,60.57,1295,1988,2273,3491,0,439,95,2827,130,06,083
0023.03,6225,91.41,1155,1352,535,5690,0,329,8,5353,0,06,083
0023.04,6319,96.31,1195,1371,233,6086,3,264,7,5783,29,06,083
0023.05,7474,95.72,1392,1545,320,7154,0,363,37,6747,7,06,083
0023.06,8501,74.29,1840,2459,2186,6315,0,358,0,5844,113,06,083
0024.02,12983,84.43,2735,3217,2021,10962,141,737,142,9819,123,06,083
0024.03,6992,95.97,1213,1526,282,6710,0,18,18,6592,82,06,083
0024.04,8797,95.93,1385,1738,358,8439,18,271,29,8110,11,06,083
0025.02,7447,92.51,1649,1927,558,6889,195,190,47,6330,127,06,083
0026.04,3155,74.39,30,32,808,2347,50,186,552,1423,136,06,083
0026.06,3348,45.64,836,878,1820,1528,17,127,247,739,398,06,083
0027.02,7943,83.89,1845,2353,1280,6663,4,133,223,6088,215,06,083
0027.03,4139,68.57,894,1378,1301,2838,36,94,156,2477,75,06,083
0027.05,4286,66.43,888,1483,1439,2847,0,27,66,2663,91,06,083
0027.06,6603,76.07,1456,1928,1580,5023,49,121,166,4478,209,06,083
0027.07,2304,51.69,565,946,1113,1191,4,39,100,919,129,06,083
0027.08,2565,40.74,547,1106,1520,1045,13,121,1,797,113,06,083
0028.02,7174,58.08,1631,2474,3007,4167,55,397,542,2754,419,06,083
0028.06,2303,48.81,569,786,1179,1124,6,29,86,909,94,06,083
0028.08,6763,32.81,1964,2664,4544,2219,51,247,221,1372,328,06,083
0028.09,4902,46.37,1251,1563,2629,2273,29,169,353,1485,237,06,083
0029.06,4038,31.60,1064,1402,2762,1276,0,251,54,772,199,06,083
0029.07,4406,32.18,1214,1579,2988,1418,0,293,0,1014,111,06,083
0029.09,6190,49.79,1423,1765,3108,3082,0,368,22,2544,148,06,083
0029.13,3820,28.27,886,1504,2740,1080,0,270,17,682,111,06,083
0029.14,3190,33.04,797,1280,2136,1054,43,384,2,597,28,06,083
0029.15,479,59.92,125,235,192,287,25,105,0,123,34,06,083
0029.22,9971,60.73,525,753,3916,6055,0,2770,354,2351,580,06,083
0029.24,6643,36.91,111,1528,4191,2452,0,759,93,1275,325,06,083
0029.26,6002,41.27,212,1806,3525,2477,0,626,176,1588,87,06,083
0029.28,4633,39.07,150,1278,2823,1810,0,551,111,991,157,06,083
0029.30,7344,52.36,1571,2897,3499,3845,0,668,72,2963,142,06,083
0029.32,2353,47.30,532,744,1240,1113,5,216,21,760,111,06,083
0030.01,5936,74.68,1242,2190,1503,4433,0,364,207,3746,116,06,083
0030.04,5164,43.30,1327,1635,2928,2236,13,355,167,1630,71,06,083
0030.05,5609,53.06,1235,1562,2633,2976,0,485,89,2230,172,06,083
0030.07,3503,17.16,919,1466,2902,601,0,194,0,337,70,06,083
0031.02,3286,49.97,867,1105,1644,1642,10,202,191,1222,17,06,083
9800.00,8,0.00,0,4,8,0,0,0,0,0,0,06,083
9801.00,0,0.00,0,0,0,0,0,0,0,0,0,06,083
9900.00,0,0.00,0,0,0,0,0,0,0,0,0,06,083
9702.00,2172,2.07,666,1005,2127,45,0,11,0,32,2,50,003
9703.00,1076,5.67,320,446,1015,61,5,8,9,18,21,50,003
9704.00,4339,2.97,1264,1963,4210,129,10,11,10,84,14,50,003
9705.00,983,4.07,297,518,943,40,0,2,4,30,4,50,003
9706.00,3064,2.09,926,1410,3000,64,1,2,1,21,39,50,003
9707.00,2453,3.02,755,1099,2379,74,6,0,2,28,38,50,003
9708.00,3535,2.52,1095,1541,3446,89,2,5,0,57,25,50,003
9709.00,2017,3.67,576,909,1943,74,0,0,2,35,37,50,003
9710.00,3841,12.05,746,1284,3378,463,0,34,58,206,165,50,003
9711.00,4740,4.60,1243,1918,4522,218,3,62,6,50,97,50,003
9712.00,4885,8.50,1127,2150,4470,415,29,36,85,64,201,50,003
9713.00,3484,4.28,1039,1393,3335,149,0,7,0,0,142,50,003
5115.00,7922,39.67,1822,2988,4779,3143,14,1696,176,725,532,06,085
