Tract Code,Tract Population,Tract Minority %,Number of Families,Number Households,Non Hispanic White Pop,tract_minority_pop,american_indian_pop,asian_islander_pop,black_population,hisplanic_population,mixed_population,state,county
5116.08,2994,58.48,14,80,1243,1751,46,762,183,527,233,06,085
5116.09,3156,34.73,681,1682,2060,1096,0,674,121,164,137,06,085
5117.01,4238,35.23,1277,1527,2745,1493,0,1153,1,251,88,06,085
5117.02,2872,30.26,813,958,2003,869,13,616,5,123,112,06,085
5117.04,4697,35.55,1383,1733,3027,1670,0,1431,0,106,133,06,085
5117.05,1012,42.59,256,352,581,431,0,294,21,85,31,06,085
5117.07,2840,34.65,820,1149,1856,984,0,672,11,230,71,06,085
5118.00,4722,13.26,1149,1693,4096,626,12,161,10,171,272,06,085
5119.05,3109,50.82,890,1030,1529,1580,0,1213,0,294,73,06,085
5119.07,4033,51.43,1179,1349,1959,2074,0,1530,35,458,51,06,085
5119.09,8239,54.14,2325,2673,3778,4461,0,3567,0,448,446,06,085
5119.10,3207,30.75,928,1055,2221,986,0,807,9,29,141,06,085
5119.11,5069,41.45,1403,1859,2968,2101,0,963,289,488,361,06,085
5119.12,5415,54.40,1523,1723,2469,2946,25,2375,39,229,278,06,085
5119.13,4167,35.16,1191,1370,2702,1465,0,793,6,593,73,06,085
5119.14,5797,43.25,1629,1929,3290,2507,68,1514,16,555,354,06,085
5119.15,3695,69.61,863,1262,1123,2572,0,489,354,1508,221,06,085
5119.16,4699,42.65,1286,1688,2695,2004,0,1114,104,620,166,06,085
5120.01,6918,73.32,1702,1974,1846,5072,0,3021,149,1535,367,06,085
5120.05,6613,55.32,1849,2194,2955,3658,0,1079,262,1903,414,06,085
5120.17,8756,88.11,1785,2174,1041,7715,15,2999,321,4209,171,06,085
5120.19,4955,69.06,1183,1553,1533,3422,15,1419,276,1519,193,06,085
5120.20,6969,81.49,1662,2545,1290,5679,26,2887,244,2446,76,06,085
5120.21,6152,65.08,1715,2044,2148,4004,4,2145,158,1384,313,06,085
5120.22,5520,74.46,1236,1860,1410,4110,28,1663,263,2013,143,06,085
5120.23,5915,77.46,1331,1993,1333,4582,0,1028,590,2638,326,06,085
5120.24,4502,56.95,1179,1610,1938,2564,0,919,254,1131,260,06,085
5120.25,3159,49.35,869,1053,1600,1559,0,762,142,575,80,06,085
5120.26,3855,72.04,1014,1311,1078,2777,0,987,134,1398,258,06,085
5120.27,4517,56.61,1065,1549,1960,2557,0,909,140,1268,240,06,085
5120.29,6848,49.42,1685,2292,3464,3384,0,863,91,1922,508,06,085
5120.30,2954,50.10,807,987,1474,1480,0,605,79,635,161,06,085
5120.31,4443,52.15,1202,1394,2126,2317,5,945,58,1055,254,06,085
5120.32,3451,59.98,840,1001,1381,2070,8,475,107,1337,143,06,085
5120.33,6640,58.31,1691,2004,2768,3872,86,1349,217,1977,243,06,085
5120.34,3221,58.12,850,1045,1349,1872,0,575,21,1089,187,06,085
5120.35,4320,54.65,1124,1399,1959,2361,0,672,162,1395,132,06,085
5120.36,5311,64.96,1413,1837,1861,3450,0,1612,236,1257,345,06,085
5120.37,3248,48.40,901,984,1676,1572,0,527,42,691,312,06,085
5120.38,2951,66.38,703,1008,992,1959,8,878,198,828,47,06,085
5120.39,4875,81.81,1173,1294,887,3988,0,2118,206,1538,126,06,085
5120.42,2755,90.38,636,875,265,2490,12,1261,95,1045,77,06,085
5120.43,6718,89.64,1264,1560,696,6022,0,1396,333,4187,106,06,085
5120.45,5770,51.40,1493,1827,2804,2966,0,798,244,1671,253,06,085
5120.47,5602,51.79,1381,1673,2701,2901,6,808,29,1558,500,06,085
5120.52,4326,50.79,1068,1735,2129,2197,0,737,83,989,388,06,085
5120.53,5018,65.98,1333,1530,1707,3311,0,835,412,1961,103,06,085
5121.00,1593,59.57,337,467,644,949,4,158,0,787,0,06,085
5122.00,4480,38.64,1245,1650,2749,1731,11,261,45,1235,179,06,085
5123.05,4147,41.48,1261,1434,2427,1720,16,558,110,812,224,06,085
5123.07,6526,45.57,1800,2365,3552,2974,1,872,41,1742,318,06,085
5123.08,7795,43.64,2127,2451,4393,3402,0,684,293,1965,460,06,085
5123.09,5279,39.93,1390,1711,3171,2108,10,199,146,1541,212,06,085
5123.10,4169,69.39,1061,1372,1276,2893,0,511,59,2144,179,06,085
5123.11,3330,49.88,812,1075,1669,1661,0,529,119,790,223,06,085
5123.12,3095,48.08,829,1015,1607,1488,0,170,105,1063,150,06,085
5123.13,4201,64.44,987,1231,1494,2707,0,236,210,2198,63,06,085
5123.14,6104,58.32,1500,2089,2544,3560,0,383,187,2718,272,06,085
5124.01,4742,55.04,1181,1428,2132,2610,0,141,105,2271,93,06,085
5124.02,5149,56.90,1180,1501,2219,2930,0,746,21,1989,174,06,085
5125.03,7895,47.27,2182,2565,4163,3732,0,747,134,2623,228,06,085
5125.05,7854,73.75,1798,2148,2062,5792,0,448,259,4978,107,06,085
5125.06,7127,84.45,1543,1821,1108,6019,17,482,240,5164,116,06,085
5125.08,8419,66.02,2066,2588,2861,5558,14,162,39,5066,277,06,085
5125.09,4148,69.91,1078,1217,1248,2900,0,265,82,2499,54,06,085
5125.10,6167,55.85,1626,2184,2723,3444,0,360,90,2912,82,06,085
5126.02,2734,66.24,661,831,923,1811,0,301,20,1475,15,06,085
5126.03,4221,86.50,793,1053,570,3651,29,57,58,3495,12,06,085
5126.04,4959,90.70,923,1143,461,4498,9,154,26,4307,2,06,085
5130.00,8068,55.71,454,2258,3573,4495,17,2685,255,991,547,06,085
5135.00,938,47.65,225,321,491,447,0,95,17,238,97,06,085
8832.09,3343,28.48,765,1034,2391,952,43,0,190,576,143,17,197
8832.10,2544,13.95,560,1287,2189,355,0,86,115,154,0,17,197
8832.11,6335,32.28,1506,1918,4290,2045,8,68,425,1441,103,17,197
8832.12,5765,21.87,1463,1768,4504,1261,0,224,471,447,119,17,197
8832.13,5741,13.53,1599,2022,4964,777,15,81,101,343,237,17,197
8832.14,2722,26.60,762,1015,1998,724,0,66,97,512,49,17,197
8832.15,10512,37.86,2417,3079,6532,3980,0,192,1136,2368,284,17,197
8832.16,2779,15.04,769,911,2361,418,0,16,129,219,54,17,197
8833.03,3557,4.64,1059,1177,3392,165,0,0,0,148,17,17,197
8833.04,1833,4.47,496,661,1751,82,0,0,0,82,0,17,197
8833.05,2974,8.00,859,964,2736,238,22,5,0,151,60,17,197
8833.06,3887,10.24,969,1111,3489,398,0,72,0,225,101,17,197
8833.07,4081,13.28,1140,1540,3539,542,5,0,205,248,84,17,197
8834.01,3977,11.04,987,1540,3538,439,0,33,100,236,70,17,197
8834.02,2221,18.96,534,866,1800,421,2,30,12,299,78,17,197
8835.04,4944,6.90,1401,2057,4603,341,0,0,307,34,0,17,197
8835.05,8897,24.69,2070,2520,6700,2197,20,417,776,767,217,17,197
8835.07,4011,5.76,1189,1256,3780,231,0,25,28,178,0,17,197
8835.09,4257,6.41,1123,1629,3984,273,0,32,19,185,37,17,197
8835.10,5127,7.67,1352,1556,4734,393,0,0,0,374,19,17,197
8835.11,4466,12.45,1210,1570,3910,556,0,32,100,305,119,17,197
8835.13,5706,11.95,1481,1702,5024,682,0,325,6,290,61,17,197
8835.14,7245,14.78,1850,2237,6174,1071,0,191,218,426,236,17,197
8835.15,4014,7.65,1105,1339,3707,307,23,25,43,144,72,17,197
8835.16,6977,6.87,1871,2075,6498,479,0,170,73,215,21,17,197
8835.17,3182,13.07,885,1219,2766,416,0,30,2,333,51,17,197
8835.19,5465,9.55,1497,1910,4943,522,0,16,16,464,26,17,197
8835.21,3692,8.10,1009,1260,3393,299,0,62,71,129,37,17,197
8835.22,3437,2.59,890,1162,3348,89,0,26,0,63,0,17,197
8836.02,5485,21.91,1472,2170,4283,1202,0,56,834,272,40,17,197
8836.03,3128,67.93,796,1205,1003,2125,0,31,1932,136,26,17,197
8836.05,3123,98.46,770,1158,48,3075,0,0,2914,11,150,17,197
8836.06,3870,81.83,1018,1269,703,3167,0,181,2615,257,114,17,197
8837.00,2872,30.81,633,1175,1987,885,0,0,220,507,158,17,197
8838.03,2434,84.68,485,1394,373,2061,0,20,1786,183,72,17,197
8838.04,2845,40.81,784,943,1684,1161,0,11,445,537,168,17,197
8838.06,3616,33.38,898,1290,2409,1207,0,43,927,215,22,17,197
8838.08,2137,17.83,571,899,1756,381,12,37,260,72,0,17,197
8838.09,2994,20.44,786,1344,2382,612,0,0,318,195,99,17,197
8838.10,3781,38.51,940,1347,2325,1456,8,28,1276,104,40,17,197
8838.11,3035,22.90,820,1248,2340,695,0,87,271,275,62,17,197
8839.02,6339,13.80,1753,2302,5464,875,0,29,148,664,34,17,197
8839.03,1919,6.93,506,659,1786,133,0,0,8,125,0,17,197
8839.04,4420,4.68,1176,1599,4213,207,0,0,0,207,0,17,197
8840.03,4160,2.91,1084,1665,4039,121,0,32,16,37,36,17,197
8840.04,2825,7.12,730,1068,2624,201,2,0,11,155,33,17,197
8840.05,1282,7.88,384,532,1181,101,7,8,0,51,35,17,197
8840.06,2216,7.08,538,810,2059,157,0,9,37,73,38,17,197
8841.01,4153,33.16,819,1291,2776,1377,2,102,370,843,60,17,197
8841.03,3204,53.87,688,945,1478,1726,0,301,569,791,65,17,197
9800.00,0,0.00,0,0,0,0,0,0,0,0,0,17,197
9801.00,3216,83.68,34,40,525,2691,10,35,2085,452,109,17,197
